"Rank","Player","Year","Pos","Team","BaseSalary","Payroll Salary","Adj Salary",""
"","Will Harris","2018","RP","HOU","$2,800,000","$2,800,000","$2,800,000",""
"","Rene Rivera","2018","C","ATL","$2,800,000","$2,800,000","$496,782",""
"","Seung-Hwan Oh","2018","RP","COL","$1,750,000","$2,750,000","$630,403",""
"","Nick Vincent","2018","RP","SEA","$2,750,000","$2,750,000","$2,750,000",""
"","Jake Diekman","2018","RP","ARI","$2,712,500","$2,712,500","$904,146",""
"","Aaron Sanchez","2018","SP","TOR","$2,700,000","$2,700,000","$2,700,000",""
"","Tyson Ross","2018","SP","STL","$1,750,000","$2,700,000","$536,313",""
"","Joc Pederson","2018","LF","LAD","$2,600,000","$2,600,000","$2,600,000",""
"","Jonathan Villar","2018","SS","BAL","$2,550,000","$2,550,000","$850,020",""
"","Eugenio Suarez","2018","3B","CIN","$2,250,000","$2,535,714","$2,535,714",""
"","Michael Taylor","2018","CF","WSH","$2,525,000","$2,525,000","$2,525,000",""
"","Matt Albers","2018","RP","MIL","$2,500,000","$2,500,000","$2,500,000",""
"","Wade Miley","2018","SP","MIL","$2,500,000","$2,500,000","$2,500,000",""
"","Nick Hundley","2018","C","SF","$2,500,000","$2,500,000","$2,500,000",""
"","Will Smith","2018","RP","SF","$2,500,000","$2,500,000","$2,500,000",""
"","Sergio Romo","2018","RP","TB","$2,500,000","$2,500,000","$2,500,000",""
"","Luis Avilan","2018","RP","PHI","$2,450,000","$2,450,000","$96,774",""
"","Bartolo Colon","2018","SP","TEX","$1,750,000","$2,450,000","$2,450,000",""
"","Lance McCullers","2018","SP","HOU","$2,450,000","$2,450,000","$2,450,000",""
"","Brad Peacock","2018","RP","HOU","$2,440,000","$2,440,000","$2,440,000",""
"","Eduardo Rodriguez","2018","SP","BOS","$2,375,000","$2,375,000","$2,375,000",""
"","James McCann","2018","C","DET","$2,375,000","$2,375,000","$2,375,000",""
"","Kendall Graveman","2018","SP","OAK","$2,360,000","$2,360,000","$2,360,000",""
"","Yolmer Sanchez","2018","3B","CHW","$2,350,000","$2,350,000","$2,350,000",""
"","Drew Butera","2018","C","COL","$2,300,000","$2,300,000","$383,346",""
"","Jeremy Jeffress","2018","RP","MIL","$1,700,000","$2,300,000","$2,300,000",""
"","Yovani Gallardo","2018","SP","TEX","$2,000,000","$2,300,000","$1,139,785",""
"","C.J. Cron","2018","DH","TB","$2,300,000","$2,300,000","$2,300,000",""
"","Carlos Rodon","2018","SP","CHW","$2,300,000","$2,300,000","$2,300,000",""
"","Tony Cingrani","2018","RP","LAD","$2,300,000","$2,300,000","$2,300,000",""
"","Robinson Chirinos","2018","C","TEX","$2,250,000","$2,250,000","$2,250,000",""
"","Brock Holt","2018","2B","BOS","$2,225,000","$2,225,000","$2,225,000",""
"","Mike Foltynewicz","2018","SP","ATL","$2,200,000","$2,200,000","$2,200,000",""
"","Josh Fields","2018","RP","LAD","$2,200,000","$2,200,000","$2,200,000",""
"","Blake Treinen","2018","RP/CL","OAK","$2,150,000","$2,150,000","$2,150,000",""
"","Tyler Thornburg","2018","RP","BOS","$2,050,000","$2,050,000","$2,050,000",""
"","Jeremy Hellickson","2018","SP","WSH","$2,000,000","$2,000,000","$2,000,000",""
"","Chad Bettis","2018","SP","COL","$2,000,000","$2,000,000","$2,000,000",""
"","Daniel Descalso","2018","3B","ARI","$2,000,000","$2,000,000","$2,000,000",""
"","Jeff Mathis","2018","C","ARI","$2,000,000","$2,000,000","$2,000,000",""
"","Robbie Grossman","2018","DH","MIN","$2,000,000","$2,000,000","$2,000,000",""
"","Michael Pineda","2018","SP","MIN","$2,000,000","$2,000,000","$2,000,000",""
"","Aledmys Diaz","2018","SS","TOR","$2,000,000","$2,000,000","$2,000,000",""
"","Nathan Eovaldi","2018","SP","BOS","$2,000,000","$2,000,000","$731,204",""
"","Hector Santiago","2018","RP","CHW","$2,000,000","$2,000,000","$2,000,000",""
"","Tom Koehler","2018","RP","LAD","$2,000,000","$2,000,000","$2,000,000",""
"","Jose Reyes","2018","3B","NYM","$2,000,000","$2,000,000","$2,000,000",""
"","Chris Young","2018","RF","LAA","$2,000,000","$2,000,000","$2,000,000",""
"","Hernan Perez","2018","2B","MIL","$1,975,000","$1,975,000","$1,975,000",""
"","Sandy Leon","2018","C","BOS","$1,950,000","$1,950,000","$1,950,000",""
"","Shane Greene","2018","RP","DET","$1,950,000","$1,950,000","$1,950,000",""
"","Alex Wilson","2018","RP","DET","$1,925,000","$1,925,000","$1,925,000",""
"","Liam Hendriks","2018","RP/CL","OAK","$1,900,000","$1,900,000","$1,900,000",""
"","Jake Marisnick","2018","CF","HOU","$1,900,000","$1,900,000","$1,900,000",""
"","Kazuhisa Makita","2018","RP","SD","$1,900,000","$1,900,000","$1,900,000",""
"","Zack Wheeler","2018","SP","NYM","$1,900,000","$1,900,000","$1,900,000",""
"","J.C. Ramirez","2018","SP","LAA","$1,900,000","$1,900,000","$1,900,000",""
"","Tyler Skaggs","2018","SP","LAA","$1,875,000","$1,875,000","$1,875,000",""
"","Brad Boxberger","2018","RP","ARI","$1,850,000","$1,850,000","$1,850,000",""
"","Aaron Loup","2018","RP","PHI","$1,812,500","$1,812,500","$604,190",""
"","Blake Parker","2018","RP","LAA","$1,800,000","$1,800,000","$1,800,000",""
"","Jenrry Mejia","2018","RP","NYM","$1,792,000","$1,792,000","$1,792,000",""
"","Chris Martin","2018","RP","TEX","$1,750,000","$1,750,000","$1,750,000",""
"","Derek Holland","2018","RP","SF","$1,750,000","$1,750,000","$1,750,000",""
"","Cory Spangenberg","2018","2B","SD","$1,700,000","$1,700,000","$1,700,000",""
"","Cory Gearrin","2018","RP","OAK","$1,675,000","$1,675,000","$279,155",""
"","Dylan Bundy","2018","SP","BAL","$1,640,000","$1,640,000","$1,640,000",""
"","Ryan Pressly","2018","RP/CL","HOU","$1,600,000","$1,600,000","$559,130",""
"","Enrique Hernandez","2018","LF","LAD","$1,600,000","$1,600,000","$1,600,000",""
"","Hunter Strickland","2018","RP","SF","$1,550,000","$1,550,000","$1,550,000",""
"","Jesse Chavez","2018","RP","CHC","$1,000,000","$1,500,000","$397,824",""
"","Clay Buchholz","2018","SP","ARI","$1,500,000","$1,500,000","$1,080,645",""
"","Wily Peralta","2018","RP","KC","$1,500,000","$1,500,000","$1,500,000",""
"","Tyler Clippard","2018","RP","TOR","$1,500,000","$1,500,000","$1,500,000",""
"","Tony Barnette","2018","RP","TEX","$1,500,000","$1,500,000","$1,500,000",""
"","Trevor Cahill","2018","SP","OAK","$1,500,000","$1,500,000","$1,500,000",""
"","Edwin Jackson","2018","SP","OAK","$1,500,000","$1,500,000","$790,370",""
"","John Axford","2018","RP","LAD","$1,500,000","$1,500,000","$500,030",""
"","Pedro Baez","2018","RP","LAD","$1,500,000","$1,500,000","$1,500,000",""
"","Devon Travis","2018","2B","TOR","$1,450,000","$1,450,000","$1,450,000",""
"","Blake Wood","2018","RP","LAA","$1,450,000","$1,450,000","$1,450,000",""
"","Lourdes Gurriel Jr.","2018","2B","TOR","$1,000,000","$1,428,571","$1,428,571",""
"","Christian Vazquez","2018","C","BOS","$1,425,000","$1,425,000","$1,425,000",""
"","Nate Karns","2018","SP","KC","$1,375,000","$1,375,000","$1,375,000",""
"","Stephen Piscotty","2018","RF","OAK","$1,000,000","$1,333,333","$1,333,333",""
"","Michael Lorenzen","2018","RP","CIN","$1,312,500","$1,312,500","$1,312,500",""
"","Tommy Kahnle","2018","RP","NYY","$1,312,500","$1,312,500","$1,312,500",""
"","Jake Petricka","2018","RP","TOR","$1,300,000","$1,300,000","$608,043",""
"","Chris Rusin","2018","RP","COL","$1,287,500","$1,287,500","$1,287,500",""
"","Nick Ahmed","2018","SS","ARI","$1,275,000","$1,275,000","$1,275,000",""
"","Caleb Joseph","2018","C","BAL","$1,250,000","$1,250,000","$1,250,000",""
"","A.J. Ellis","2018","C","SD","$1,250,000","$1,250,000","$1,250,000",""
"","Jose Lobaton","2018","C","NYM","$1,250,000","$1,250,000","$463,680",""
"","Luis Garcia","2018","RP","PHI","$1,200,000","$1,200,000","$1,200,000",""
"","Keone Kela","2018","RP","PIT","$1,200,000","$1,200,000","$400,024",""
"","Andrew Chafin","2018","RP","ARI","$1,195,000","$1,195,000","$1,195,000",""
"","Miguel Rojas","2018","SS","MIA","$1,180,000","$1,180,000","$1,180,000",""
"","Leury Garcia","2018","RF","CHW","$1,175,000","$1,175,000","$1,175,000",""
"","Paul DeJong","2018","SS","STL","$1,000,000","$1,166,666","$1,166,666",""
"","Kyle Barraclough","2018","RP","MIA","$1,113,000","$1,113,000","$1,113,000",""
"","Steven Wright","2018","SP","BOS","$1,100,000","$1,100,000","$1,100,000",""
"","Austin Romine","2018","C","NYY","$1,100,000","$1,100,000","$1,100,000",""
"","Cam Bedrosian","2018","RP","LAA","$1,100,000","$1,100,000","$1,100,000",""
"","Brett Graves","2018","RP","MIA","$1,090,000","$1,090,000","$1,090,000",""
"","Elieser Hernandez","2018","RP","MIA","$1,090,000","$1,090,000","$1,090,000",""
"","Caleb Smith","2018","SP","MIA","$1,090,000","$1,090,000","$1,090,000",""
"","Drew Steckenrider","2018","RP/CL","MIA","$1,090,000","$1,090,000","$1,090,000",""
"","Odrisamer Despaigne","2018","SP","LAA","$1,090,000","$1,090,000","$263,700",""
"","Dominic Leone","2018","RP","STL","$1,085,000","$1,085,000","$1,085,000",""
"","Sam Freeman","2018","RP","ATL","$1,075,000","$1,075,000","$1,075,000",""
"","Carter Capps","2018","RP","SD","$1,062,500","$1,062,500","$1,062,500",""
"","Kirby Yates","2018","RP","SD","$1,062,500","$1,062,500","$1,062,500",""
"","Jose Alvarez","2018","RP","LAA","$1,050,000","$1,050,000","$1,050,000",""
"","Andrew Romine","2018","SS","SEA","$1,050,000","$1,050,000","$1,050,000",""
"","Xavier Cedeno","2018","RP","MIL","$1,050,000","$1,050,000","$174,995",""
"","Jurickson Profar","2018","SS","TEX","$1,050,000","$1,050,000","$1,050,000",""
"","Danny Farquhar","2018","RP","CHW","$1,050,000","$1,050,000","$1,050,000",""
"","Joaquin Benoit","2018","RP","WSH","$1,000,000","$1,000,000","$1,000,000",""
"","Mark Reynolds","2018","3B","WSH","$1,000,000","$1,000,000","$763,441",""
"","Ehire Adrianza","2018","SS","MIN","$1,000,000","$1,000,000","$1,000,000",""
"","Scott Kingery","2018","SS","PHI","$750,000","$1,000,000","$1,000,000",""
"","Gregor Blanco","2018","RF","SF","$1,000,000","$1,000,000","$177,408",""
"","Carlos Correa","2018","SS","HOU","$1,000,000","$1,000,000","$1,000,000",""
"","Bryan Holaday","2018","C","MIA","$1,000,000","$1,000,000","$1,000,000",""
"","Tim Anderson","2018","SS","CHW","$1,000,000","$1,000,000","$1,000,000",""
"","Anibal Sanchez","2018","SP","ATL","$1,000,000","$1,000,000","$1,000,000",""
"","Chase Utley","2018","2B","LAD","$1,000,000","$1,000,000","$1,000,000",""
"","Tommy La Stella","2018","3B","CHC","$950,000","$950,000","$950,000",""
"","Matt Duffy","2018","3B","TB","$930,000","$930,000","$930,000",""
"","Jesus Sucre","2018","C","TB","$925,000","$925,000","$925,000",""
"","Josh Phegley","2018","C","OAK","$905,000","$905,000","$905,000",""
"","Hansel Robles","2018","RP","LAA","$900,000","$900,000","$489,300",""
"","Ryan Rua","2018","RF","TEX","$870,000","$870,000","$870,000",""
"","Anthony DeSclafani","2018","SP","CIN","$860,000","$860,000","$860,000",""
"","T.J. McFarland","2018","RP","ARI","$850,000","$850,000","$850,000",""
"","Carson Smith","2018","RP","BOS","$850,000","$850,000","$850,000",""
"","Ji-Man Choi","2018","1B","TB","$850,000","$850,000","$379,310",""
"","Brandon Workman","2018","RP","BOS","$835,000","$835,000","$781,086",""
"","Chasen Shreve","2018","RP","STL","$825,000","$825,000","$283,840",""
"","Jacob Lindgren","2018","RP","ATL","$820,000","$820,000","$820,000",""
"","Andrew Heaney","2018","SP","LAA","$800,000","$800,000","$800,000",""
"","Blaine Hardy","2018","RP","DET","$795,000","$795,000","$795,000",""
"","Guillermo Heredia","2018","CF","SEA","$782,000","$782,000","$714,680",""
"","Dan Jennings","2018","RP","MIL","$750,000","$750,000","$750,000",""
"","Jordan Lyles","2018","SP","MIL","$750,000","$750,000","$229,824",""
"","Ryan Flaherty","2018","3B","ATL","$750,000","$750,000","$750,000",""
"","Chaz Roe","2018","RP","TB","$720,000","$720,000","$720,000",""
"","Wade LeBlanc","2018","SP","SEA","$650,000","$700,000","$700,000",""
"","Javier Baez","2018","2B","CHC","$657,000","$657,000","$657,000",""
"","Francisco Pena","2018","C","STL","$650,000","$650,000","$650,000",""
"","Trevor May","2018","RP","MIN","$650,000","$650,000","$650,000",""
"","Robbie Erlin","2018","RP","SD","$650,000","$650,000","$650,000",""
"","Jarrod Saltalamacchia","2018","C","DET","$650,000","$650,000","$76,890",""
"","Adam Duvall","2018","LF","ATL","$645,000","$645,000","$215,016",""
"","Yimi Garcia","2018","RP","LAD","$630,000","$630,000","$389,505",""
"","Aaron Judge","2018","RF","NYY","$622,300","$622,300","$622,300",""
"","Brandon Drury","2018","2B","TOR","$621,900","$621,900","$220,704",""
"","Andrew Benintendi","2018","OF","BOS","$620,500","$620,500","$620,500",""
"","Gary Sanchez","2018","C","NYY","$620,400","$620,400","$620,400",""
"","Ronald Torreyes","2018","2B","NYY","$615,500","$615,500","$387,153",""
"","Mike Montgomery","2018","SP","CHC","$611,250","$611,250","$611,250",""
"","Daniel Winkler","2018","RP","ATL","$610,000","$610,000","$610,000",""
"","Zac Rosscup","2018","RP","LAD","$610,000","$610,000","$259,120",""
"","Michael Conforto","2018","RF","NYM","$605,094","$605,094","$605,094",""
"","Matt Barnes","2018","RP","BOS","$605,000","$605,000","$605,000",""
"","Corey Seager","2018","SS","LAD","$605,000","$605,000","$605,000",""
"","Luis Severino","2018","SP","NYY","$604,975","$604,975","$604,975",""
"","Willson Contreras","2018","C","CHC","$604,500","$604,500","$604,500",""
"","Kyle Schwarber","2018","LF","CHC","$604,500","$604,500","$604,500",""
"","Eddie Rosario","2018","LF","MIN","$602,500","$602,500","$602,500",""
"","Miguel Sano","2018","3B","MIN","$602,500","$602,500","$463,177",""
"","Pedro Florimon","2018","SS","PHI","$600,000","$600,000","$600,000",""
"","Chris Devenski","2018","RP","HOU","$599,200","$599,200","$599,200",""
"","Alex Bregman","2018","3B","HOU","$599,000","$599,000","$599,000",""
"","Roenis Elias","2018","RP","SEA","$598,000","$598,000","$392,230",""
"","C.J. Edwards","2018","RP","CHC","$594,000","$594,000","$594,000",""
"","Max Kepler","2018","CF","MIN","$587,500","$587,500","$587,500",""
"","Cody Bellinger","2018","1B","LAD","$585,000","$585,000","$585,000",""
"","Albert Almora","2018","CF","CHC","$584,500","$584,500","$584,500",""
"","Hector Neris","2018","RP","PHI","$582,500","$582,500","$422,820",""
"","Greg Bird","2018","1B","NYY","$582,000","$582,000","$582,000",""
"","Archie Bradley","2018","RP","ARI","$581,900","$581,900","$581,900",""
"","Heath Hembree","2018","RP","BOS","$581,500","$581,500","$581,500",""
"","Jordan Montgomery","2018","SP","NYY","$580,450","$580,450","$580,450",""
"","Scott Schebler","2018","RF","CIN","$580,000","$580,000","$580,000",""
"","Ryan LaMarre","2018","CF","CHW","$580,000","$580,000","$199,552",""
"","Zack Godley","2018","SP","ARI","$579,200","$579,200","$579,200",""
"","Trea Turner","2018","SS","WSH","$577,200","$577,200","$577,200",""
"","Steven Matz","2018","SP","NYM","$577,000","$577,000","$577,000",""
"","Michael Feliz","2018","RP","PIT","$575,500","$575,500","$491,946",""
"","Michael Fulmer","2018","SP","DET","$575,200","$575,200","$575,200",""
"","Chris Stewart","2018","C","ARI","$575,000","$575,000","$98,912",""
"","Jorge Polanco","2018","SS","MIN","$575,000","$575,000","$575,000",""
"","Jose Urena","2018","SP","MIA","$575,000","$575,000","$575,000",""
"","Charlie Culberson","2018","3B","ATL","$575,000","$575,000","$575,000",""
"","Peter Moylan","2018","RP","ATL","$575,000","$575,000","$575,000",""
"","Chris Taylor","2018","SS","LAD","$575,000","$575,000","$575,000",""
"","Ryan Tepera","2018","RP","TOR","$574,700","$574,700","$574,700",""
"","Jesse Hahn","2018","SP","KC","$574,000","$574,000","$574,000",""
"","Cheslor Cuthbert","2018","3B","KC","$573,500","$573,500","$573,500",""
"","Brian Flynn","2018","RP","KC","$573,500","$573,500","$573,500",""
"","Aaron Nola","2018","SP","PHI","$573,000","$573,000","$573,000",""
"","Josh Bell","2018","1B","PIT","$572,500","$572,500","$572,500",""
"","Domingo Santana","2018","RF","MIL","$572,400","$572,400","$356,932",""
"","Zach Davies","2018","SP","MIL","$572,000","$572,000","$572,000",""
"","Adam Frazier","2018","2B","PIT","$571,000","$571,000","$211,830",""
"","Joe Musgrove","2018","SP","PIT","$571,000","$571,000","$571,000",""
"","Jameson Taillon","2018","SP","PIT","$571,000","$571,000","$571,000",""
"","Edwin Diaz","2018","RP/CL","SEA","$570,800","$570,800","$570,800",""
"","Chad Green","2018","RP","NYY","$570,800","$570,800","$570,800",""
"","Eddie Butler","2018","RP","TEX","$570,750","$570,750","$202,554",""
"","Chad Kuhl","2018","SP","PIT","$570,500","$570,500","$570,500",""
"","Tommy Pham","2018","CF","TB","$570,100","$570,100","$190,030",""
"","Ian Happ","2018","CF","CHC","$570,000","$570,000","$570,000",""
"","Jose Berrios","2018","SP","MIN","$570,000","$570,000","$570,000",""
"","Jose Peraza","2018","SS","CIN","$570,000","$570,000","$570,000",""
"","Matt Davidson","2018","DH","CHW","$570,000","$570,000","$570,000",""
"","Greg Garcia","2018","2B","STL","$569,600","$569,600","$569,600",""
"","Trevor Williams","2018","SP","PIT","$569,500","$569,500","$569,500",""
"","Whit Merrifield","2018","2B","KC","$569,500","$569,500","$569,500",""
"","Luis Cessa","2018","RP","NYY","$568,925","$568,925","$315,077",""
"","Alexander Claudio","2018","RP","TEX","$568,450","$568,450","$568,450",""
"","Jerad Eickhoff","2018","SP","PHI","$568,000","$568,000","$568,000",""
"","Joe Ross","2018","SP","WSH","$567,900","$567,900","$567,900",""
"","Travis Shaw","2018","3B","MIL","$567,400","$567,400","$567,400",""
"","Luis Perdomo","2018","SP","SD","$566,800","$566,800","$338,217",""
"","Mychal Givens","2018","RP","BAL","$566,500","$566,500","$566,500",""
"","Taylor Rogers","2018","RP/CL","MIN","$565,000","$565,000","$565,000",""
"","Tyler Saladino","2018","SS","MIL","$565,000","$565,000","$407,092",""
"","Ty Blach","2018","RP","SF","$565,000","$565,000","$565,000",""
"","Grant Dayton","2018","RP","ATL","$565,000","$565,000","$565,000",""
"","Jose Ramirez","2018","RP","ATL","$565,000","$565,000","$565,000",""
"","Dansby Swanson","2018","SS","ATL","$565,000","$565,000","$565,000",""
"","Preston Tucker","2018","RF","ATL","$565,000","$565,000","$85,064",""
"","Rafael Devers","2018","3B","BOS","$564,500","$564,500","$564,500",""
"","Seth Lugo","2018","RP","NYM","$564,000","$564,000","$564,000",""
"","Nomar Mazara","2018","RF","TEX","$563,560","$563,560","$563,560",""
"","Blake Swihart","2018","LF","BOS","$563,500","$563,500","$563,500",""
"","Robert Gsellman","2018","RP","NYM","$562,375","$562,375","$562,375",""
"","Matt Boyd","2018","SP","DET","$562,000","$562,000","$562,000",""
"","Jorge Bonifacio","2018","RF","KC","$561,900","$561,900","$561,900",""
"","Danny Barnes","2018","RP","TOR","$561,600","$561,600","$480,021",""
"","Gorkys Hernandez","2018","LF","SF","$561,500","$561,500","$561,500",""
"","Delino DeShields","2018","CF","TEX","$561,500","$561,500","$549,458",""
"","Daniel Norris","2018","SP","DET","$561,400","$561,400","$561,400",""
"","Aaron Altherr","2018","RF","PHI","$561,000","$561,000","$440,336",""
"","Jose Martinez","2018","1B","STL","$560,400","$560,400","$560,400",""
"","Mikie Mahtook","2018","LF","DET","$560,400","$560,400","$292,261",""
"","Sammy Solis","2018","RP","WSH","$560,300","$560,300","$403,608",""
"","Mitch Haniger","2018","RF","SEA","$560,200","$560,200","$560,200",""
"","Manuel Pina","2018","C","MIL","$560,100","$560,100","$560,100",""
"","Adam Morgan","2018","RP","PHI","$560,000","$560,000","$560,000",""
"","Kelby Tomlinson","2018","2B","SF","$560,000","$560,000","$331,210",""
"","Joey Gallo","2018","LF","TEX","$560,000","$560,000","$560,000",""
"","Omar Narvaez","2018","C","CHW","$560,000","$560,000","$560,000",""
"","Orlando Arcia","2018","SS","MIL","$559,600","$559,600","$472,413",""
"","Ryon Healy","2018","1B","SEA","$559,200","$559,200","$559,200",""
"","Clint Frazier","2018","OF","NYY","$559,200","$559,200","$297,594",""
"","Elias Diaz","2018","C","PIT","$559,000","$559,000","$559,000",""
"","Jefry Marte","2018","1B","LAA","$559,000","$559,000","$559,000",""
"","Vincent Velasquez","2018","SP","PHI","$559,000","$559,000","$559,000",""
"","Jacob Barnes","2018","RP","MIL","$558,900","$558,900","$441,735",""
"","Tyler Austin","2018","1B","MIN","$558,600","$558,600","$186,186",""
"","Matt Andriese","2018","RP","ARI","$558,400","$558,400","$537,358",""
"","Luke Maile","2018","C","TOR","$558,400","$558,400","$558,400",""
"","Blake Snell","2018","SP","TB","$558,200","$558,200","$558,200",""
"","Ben Gamel","2018","LF","SEA","$558,100","$558,100","$501,167",""
"","Rafael Montero","2018","RP","NYM","$558,025","$558,025","$558,025",""
"","John Ryan Murphy","2018","C","ARI","$558,000","$558,000","$558,000",""
"","Juan Minaya","2018","RP","CHW","$558,000","$558,000","$381,000",""
"","Wilmer Difo","2018","SS","WSH","$557,900","$557,900","$557,900",""
"","Dovydas Neverauskas","2018","RP","PIT","$557,500","$557,500","$212,787",""
"","Wandy Peralta","2018","RP","CIN","$557,500","$557,500","$449,550",""
"","Kevin Plawecki","2018","C","NYM","$557,471","$557,471","$557,471",""
"","Jesus Aguilar","2018","1B","MIL","$557,200","$557,200","$557,200",""
"","Max Stassi","2018","C","HOU","$557,100","$557,100","$557,100",""
"","Matt Grace","2018","RP","WSH","$557,000","$557,000","$557,000",""
"","Steven Brault","2018","RP","PIT","$557,000","$557,000","$506,155",""
"","Manuel Margot","2018","CF","SD","$556,900","$556,900","$556,900",""
"","Edgar Santana","2018","RP","PIT","$556,500","$556,500","$556,500",""
"","Josh Hader","2018","RP/CL","MIL","$556,500","$556,500","$556,500",""
"","Brent Suter","2018","SP","MIL","$556,500","$556,500","$556,500",""
"","Trey Mancini","2018","LF","BAL","$556,500","$556,500","$556,500",""
"","Tyler Glasnow","2018","RP","TB","$556,500","$556,500","$181,660",""
"","Jandel Gustave","2018","RP","HOU","$556,400","$556,400","$556,400",""
"","Jose Pirela","2018","2B","SD","$556,200","$556,200","$556,200",""
"","T.J. Rivera","2018","3B","NYM","$556,071","$556,071","$556,071",""
"","Richard Bleier","2018","RP","BAL","$556,000","$556,000","$556,000",""
"","Brandon Nimmo","2018","CF","NYM","$555,968","$555,968","$546,987",""
"","Matt Bush","2018","RP","TEX","$555,950","$555,950","$475,251",""
"","Dinelson Lamet","2018","SP","SD","$555,700","$555,700","$555,700",""
"","A.J. Cole","2018","RP","NYY","$555,300","$555,300","$480,585",""
"","Phillip Evans","2018","3B","NYM","$555,000","$555,000","$253,640",""
"","Tyler Anderson","2018","SP","COL","$555,000","$555,000","$555,000",""
"","Jon Gray","2018","SP","COL","$555,000","$555,000","$513,248",""
"","Scott Oberg","2018","RP","COL","$555,000","$555,000","$453,568",""
"","Trevor Story","2018","SS","COL","$555,000","$555,000","$555,000",""
"","Trevor Hildenberger","2018","RP","MIN","$555,000","$555,000","$555,000",""
"","Ryan Buchter","2018","RP","OAK","$555,000","$555,000","$555,000",""
"","Ryan Dull","2018","RP","OAK","$555,000","$555,000","$301,384",""
"","Luis Castillo","2018","SP","CIN","$555,000","$555,000","$555,000",""
"","Robert Stephenson","2018","SP","CIN","$555,000","$555,000","$158,220",""
"","Jarlin Garcia","2018","RP","MIA","$555,000","$555,000","$381,952",""
"","Travis Jankowski","2018","RF","SD","$555,000","$555,000","$462,520",""
"","Jacob Faria","2018","SP","TB","$555,000","$555,000","$498,328",""
"","Lucas Giolito","2018","SP","CHW","$555,000","$555,000","$555,000",""
"","Reynaldo Lopez","2018","SP","CHW","$555,000","$555,000","$555,000",""
"","Yoan Moncada","2018","2B","CHW","$555,000","$555,000","$555,000",""
"","Ozzie Albies","2018","2B","ATL","$555,000","$555,000","$555,000",""
"","Johan Camargo","2018","3B","ATL","$555,000","$555,000","$555,000",""
"","Austin Barnes","2018","C","LAD","$555,000","$555,000","$555,000",""
"","Shane Carle","2018","RP","ATL","$555,000","$555,000","$555,000",""
"","Ross Stripling","2018","SP","LAD","$555,000","$555,000","$555,000",""
"","Luiz Gohara","2018","SP","ATL","$555,000","$555,000","$193,960",""
"","Andrew Toles","2018","CF","LAD","$555,000","$555,000","$122,344",""
"","A.J. Minter","2018","RP","ATL","$555,000","$555,000","$555,000",""
"","Sean Newcomb","2018","SP","ATL","$555,000","$555,000","$555,000",""
"","Rio Ruiz","2018","3B","ATL","$555,000","$555,000","$77,584",""
"","Buck Farmer","2018","RP","DET","$554,800","$554,800","$554,800",""
"","Sam Tuivailala","2018","RP","SEA","$554,600","$554,600","$196,812",""
"","Oliver Drake","2018","RP","MIN","$554,300","$554,300","$175,820",""
"","Jake Junis","2018","SP","KC","$554,250","$554,250","$554,250",""
"","Kevin McCarthy","2018","RP","KC","$554,250","$554,250","$509,580",""
"","Edubray Ramos","2018","RP","PHI","$554,000","$554,000","$506,260",""
"","Marco Hernandez","2018","SS","BOS","$554,000","$554,000","$554,000",""
"","James Pazos","2018","RP","SEA","$553,900","$553,900","$515,194",""
"","Brian Goodwin","2018","CF","KC","$553,900","$553,900","$211,438",""
"","Jonathan Holder","2018","RP","NYY","$553,850","$553,850","$512,216",""
"","Hunter Renfroe","2018","RF","SD","$553,800","$553,800","$553,800",""
"","Mike Wright","2018","RP","BAL","$553,500","$553,500","$553,500",""
"","Paul Sewald","2018","RP/CL","NYM","$553,250","$553,250","$475,840",""
"","Austin Hedges","2018","C","SD","$553,100","$553,100","$553,100",""
"","Nick Williams","2018","RF","PHI","$553,000","$553,000","$553,000",""
"","Miguel Castro","2018","SP","BAL","$553,000","$553,000","$553,000",""
"","Mallex Smith","2018","LF","TB","$553,000","$553,000","$553,000",""
"","Nicky Delmonico","2018","LF","CHW","$553,000","$553,000","$553,000",""
"","Bryan Mitchell","2018","SP","SD","$552,800","$552,800","$552,800",""
"","Matthew Strahm","2018","RP","SD","$552,700","$552,700","$552,700",""
"","Rhys Hoskins","2018","LF","PHI","$552,500","$552,500","$552,500",""
"","Chris Stratton","2018","SP","SF","$552,500","$552,500","$445,500",""
"","Donnie Hart","2018","RP","BAL","$552,500","$552,500","$166,320",""
"","Burch Smith","2018","SP","KC","$552,400","$552,400","$552,400",""
"","Jose Leclerc","2018","RP","TEX","$552,300","$552,300","$501,761",""
"","John Brebbia","2018","RP","STL","$552,000","$552,000","$368,032",""
"","Adam Engel","2018","CF","CHW","$552,000","$552,000","$552,000",""
"","Daniel Stumpf","2018","RP","DET","$552,000","$552,000","$519,400",""
"","Koda Glover","2018","RP","WSH","$551,700","$551,700","$501,254",""
"","Alex Dickerson","2018","LF","SD","$551,600","$551,600","$551,600",""
"","Alex Meyer","2018","SP","LAA","$551,500","$551,500","$551,500",""
"","Drew VerHagen","2018","RP","DET","$551,400","$551,400","$429,925",""
"","Tyler Wade","2018","1B","NYY","$551,300","$551,300","$237,120",""
"","John Hicks","2018","1B","DET","$551,300","$551,300","$551,300",""
"","Keynan Middleton","2018","RP","LAA","$551,000","$551,000","$551,000",""
"","Nick Pivetta","2018","SP","PHI","$551,000","$551,000","$551,000",""
