"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age","Age","Weight","Height",""
"","Ryan Rowland-Smith","2011","RP","HOU","$725,000","$0","$725,000","$725,000","1","$725,000","$0","2011","0","-1,984","28","0","0'0""",""
"","John McDonald","2011","SS","ARI","$540,983","$0","$540,983","$540,983","2","$3,000,000","$9,298,799","2012","2010","35","36","0","0'0""",""
"","Mitch Maier","2011","RF","KC","$459,000","$0","$459,000","$459,000","1","$459,000","$0","2012","0","-1,983","29","0","0'0""",""
"","Juan Miranda","2011","1B","ARI","$420,000","$0","$420,000","$420,000","1","$420,000","$420,000","2012","0","-1,984","28","0","0'0""",""
"","Kam Mickolio","2011","RP","ARI","$417,000","$0","$417,000","$417,000","1","$417,000","$417,000","2012","0","-1,985","27","0","0'0""",""
"","Henry Barrera","2011","RP","KC","$414,000","$0","$414,000","$414,000","1","$414,000","$0","2012","0","-1,986","25","0","0'0""",""
"","Josh Rodriguez","2011","SS","PIT","$414,000","$0","$414,000","$414,000","1","$414,000","$0","0","0","-1,985","26","0","0'0""",""
"","Brian Broderick","2011","RP","WSH","$414,000","$0","$414,000","$414,000","1","$414,000","$414,000","2012","0","-1,987","24","0","0'0""",""
"","Elvin Ramirez","2011","SP","WSH","$414,000","$0","$414,000","$414,000","1","$414,000","$0","2012","0","-1,988","23","0","0'0""",""
"","Andrew Brackman","2011","RP","NYY","$400,000","$0","$400,000","$400,000","4","$4,550,000","$4,150,000","0","2007","21","25","0","0'0""",""
