Jugador,Porcetnaje_juegos_2011,RBI_2011,Porcentaje_bateo_2011,OPS_2011,Equipo_2011,Sueldo_2011
Ramon Ramirez,0.407,0,0.0,0.0,SF,1650000
Justin Verlander,0.21,0,0.0,0.0,DET,13416666
Andrew Miller,0.105,0,0.0,0.0,BOS,1300000
C.C. Sabathia,0.204,0,0.0,0.0,NYY,25571428
Felipe Paulino,0.241,1,0.0,0.0,COL,790000
Wesley Wright,0.13,0,0.0,0.0,HOU,416500
Luke Hochevar,0.191,0,0.0,0.0,KC,1760000
Jered Weaver,0.204,0,0.0,0.0,LAA,7365000
Joe Beimel,0.216,0,0.0,0.0,PIT,1750000
Brad Penny,0.191,0,0.0,0.0,DET,3000000
Carlos Villanueva,0.204,0,0.0,0.2,TOR,1415000
Huston Street,0.383,0,0.0,0.0,COL,7300000
Jake Peavy,0.117,0,0.0,0.5,CHW,16000000
Barry Zito,0.08,0,0.0,0.071,SF,18500000
James Shields,0.204,1,0.0,0.0,TB,4250000
A.J. Burnett,0.21,0,0.0,0.0,NYY,16500000
Max Scherzer,0.204,0,0.0,0.0,DET,600000
Bartolo Colon,0.179,0,0.0,0.0,NYY,900000
Phil Coke,0.296,0,0.0,0.0,DET,440000
Brett Anderson,0.08,0,0.0,0.0,OAK,1250000
Trevor Cahill,0.21,0,0.0,0.0,OAK,700000
Josh Outman,0.08,0,0.0,0.0,OAK,414000
Brandon Morrow,0.185,0,0.0,0.0,TOR,2300000
Jason Vargas,0.198,0,0.0,0.0,SEA,2450000
Jason Motte,0.482,0,0.0,0.0,STL,435000
Shane Robinson,0.056,0,0.0,0.125,STL,414000
Matt Harrison,0.191,0,0.0,0.0,TEX,428830
Stephen Strasburg,0.031,0,0.0,0.0,WSH,4375000
Bruce Chen,0.154,0,0.0,0.0,KC,2000000
Brian Matusz,0.074,0,0.0,0.0,BAL,1350000
Andrew Cashner,0.043,0,0.0,0.0,CHC,427500
Jeff Samardzija,0.463,0,0.0,0.0,CHC,3500000
Lucas Harrell,0.056,0,0.0,0.0,CHW,414000
Matt Reynolds,0.451,0,0.0,0.0,COL,415000
Gio Gonzalez,0.198,0,0.0,0.0,OAK,420000
Brandon Kintzler,0.056,0,0.0,0.0,MIL,414000
Fernando Salas,0.42,0,0.0,0.0,STL,414000
Brian Duensing,0.204,0,0.0,0.0,MIN,462500
Ivan Nova,0.173,0,0.0,0.0,NYY,432900
Daniel McCutchen,0.451,0,0.0,0.0,PIT,414000
Jeremy Hellickson,0.179,0,0.0,0.0,TB,418400
David Price,0.21,0,0.0,0.2,TB,2183333
Tyler Clippard,0.447,0,0.0,0.0,WSH,443000
Henry Rodriguez,0.367,0,0.0,0.0,WSH,415000
Adam Wilk,0.031,0,0.0,0.0,DET,414000
Louis Coleman,0.296,0,0.0,0.0,KC,414000
Danny Duffy,0.124,0,0.0,0.0,KC,414000
Brad Peacock,0.019,0,0.0,0.0,WSH,414000
Julio Teheran,0.031,0,0.0,0.0,ATL,414000
Fernando Rodriguez,0.29,0,0.0,0.0,HOU,414000
Martin Maldonado,0.019,0,0.0,0.0,MIL,414000
Jeff Locke,0.025,0,0.0,0.0,PIT,414000
Tony Watson,0.265,0,0.0,0.0,PIT,414000
Maikel Cleto,0.019,0,0.0,0.0,STL,414000
Lance Lynn,0.111,0,0.0,0.2,STL,414000
Josh Lindblom,0.168,0,0.0,0.0,LAD,414000
