Jugador,Porcetnaje_juegos_2013,RBI_2013,Porcentaje_bateo_2013,OPS_2013,Equipo_2013,Sueldo_2013,Agente libre
Cliff Lee,0.21,6,0.183,0.443,PHI,25050000,No
Jose Fernandez,0.173,5,0.22,0.556,MIA,490000,No
Xander Bogaerts,0.111,5,0.25,0.684,BOS,490000,No
Cole Hamels,0.204,5,0.179,0.439,PHI,20500000,No
Taylor Teagarden,0.142,5,0.167,0.48,BAL,650000,No
Mike Minor,0.198,6,0.164,0.42,ATL,505000,No
Eric Stults,0.228,4,0.164,0.407,SD,507600,No
Homer Bailey,0.198,1,0.155,0.382,CIN,5350000,No
Koyie Hill,0.111,0,0.155,0.373,MIA,490000,No
Kris Medlen,0.198,4,0.164,0.471,ATL,2600000,No
Brandon Snyder,0.167,7,0.18,0.572,BOS,490000,Si
Mat Latos,0.198,4,0.127,0.294,CIN,4250000,No
Henderson Alvarez,0.105,6,0.3,0.79,MIA,507900,No
Johnny Giavotella,0.086,4,0.22,0.626,KC,494000,No
Tyler Pastornicky,0.124,0,0.3,0.656,ATL,490000,No
Ryan Wheeler,0.173,7,0.22,0.506,COL,490000,No
Kolten Wong,0.198,0,0.153,0.363,STL,490000,No
Dan Haren,0.191,2,0.17,0.438,WSH,13000000,Si
Mark Teixeira,0.093,12,0.151,0.609,NYY,23125000,No
Cameron Maybin,0.086,5,0.157,0.467,SD,3100000,No
Kyle Lohse,0.204,3,0.146,0.306,MIL,4350000,Si
John McDonald,0.315,4,0.116,0.371,BOS,1500000,No
Jordan Zimmermann,0.198,2,0.123,0.273,WSH,5350000,No
Dillon Gee,0.198,4,0.133,0.341,NYM,527375,No
Jonathan Niese,0.148,4,0.205,0.535,NYM,3050000,No
Jose Constanza,0.13,3,0.258,0.516,ATL,490000,No
Wade Miley,0.21,8,0.133,0.381,ARI,500500,No
Patrick Corbin,0.204,3,0.123,0.346,ARI,494000,No
Bryan Holaday,0.099,2,0.296,0.811,DET,490000,No
Logan Watkins,0.167,0,0.211,0.505,CHC,490000,No
Tuffy Gosewisch,0.086,3,0.178,0.396,ARI,490000,No
Jim Adduci,0.104,0,0.258,0.614,TEX,490000,No
Ian Kennedy,0.198,1,0.132,0.396,SD,2144153,No
Kyle Kendrick,0.198,2,0.125,0.334,PHI,5000000,No
Paul Maholm,0.161,2,0.135,0.324,ATL,6500000,No
Paul Janish,0.321,2,0.171,0.442,ATL,725000,No
Stephen Strasburg,0.185,2,0.143,0.36,WSH,3900000,No
Jeff Samardzija,0.204,2,0.113,0.321,CHC,2640000,No
Michael Martinez,0.179,3,0.175,0.35,PHI,490000,No
Randall Delgado,0.13,1,0.219,0.461,ARI,495000,No
Marco Estrada,0.13,2,0.206,0.464,MIL,1955000,No
Wily Peralta,0.198,0,0.14,0.297,MIL,490000,No
Tony Cingrani,0.148,1,0.25,0.536,CIN,490000,No
Jhonatan Solano,0.148,2,0.146,0.368,WSH,490000,No
Gerrit Cole,0.117,5,0.206,0.434,PIT,490000,No
Billy Hamilton,0.08,1,0.368,0.902,CIN,490000,No
Andrew Lambo,0.111,2,0.233,0.703,PIT,490000,No
Tim Hudson,0.13,3,0.158,0.501,ATL,9500000,No
Ricky Nolasco,0.21,1,0.12,0.374,LAD,11500000,No
Tim Lincecum,0.198,1,0.105,0.29,SF,22250000,No
Scott Feldman,0.191,8,0.162,0.459,BAL,6000000,Si
Madison Bumgarner,0.191,4,0.107,0.285,SF,975000,No
Tyson Ross,0.222,0,0.182,0.364,SD,500500,No
Carlos Triunfel,0.105,2,0.136,0.311,SEA,490000,No
Jason Marquis,0.13,2,0.119,0.262,SD,3000000,Si
Edinson Volquez,0.204,4,0.119,0.354,LAD,490000,No
Carlos Villanueva,0.29,1,0.156,0.313,CHC,5000000,Si
Matt Cain,0.185,2,0.096,0.226,SF,20833333,No
Barry Zito,0.185,2,0.147,0.294,SF,20000000,No
Juan Nicasio,0.191,3,0.139,0.364,COL,491000,No
Gio Gonzalez,0.198,1,0.089,0.281,WSH,6350000,No
Brett Hayes,0.031,2,0.278,0.889,KC,600000,No
Charlie Morton,0.124,1,0.139,0.278,PIT,2000000,No
Robinson Chirinos,0.08,0,0.179,0.519,TEX,490000,No
Steve Clevenger,0.074,2,0.217,0.511,BAL,496000,No
Jeff Locke,0.185,0,0.106,0.249,PIT,497500,No
Quintin Berry,0.08,4,0.625,1.667,BOS,490000,No
Joe Kelly,0.247,2,0.152,0.353,STL,493000,No
Matt Harvey,0.167,2,0.086,0.222,NYM,498750,No
Eric Fryer,0.037,4,0.385,1.192,MIN,490000,Si
Jeff Kobernus,0.148,1,0.167,0.572,WSH,490000,No
Nick Castellanos,0.068,0,0.278,0.556,DET,490000,No
Michael Choice,0.056,0,0.278,0.649,OAK,490000,No
Reymond Fuentes,0.142,1,0.152,0.374,SD,490000,No
Bronson Arroyo,0.198,0,0.068,0.136,CIN,6500000,No
Edwin Jackson,0.191,4,0.077,0.265,CHC,13000000,Si
Matt Garza,0.147,2,0.222,0.541,TEX,10250000,No
A.J. Burnett,0.185,2,0.068,0.166,PIT,16500000,No
John Lannan,0.086,1,0.191,0.499,PHI,2500000,Si
Trevor Cahill,0.161,5,0.082,0.224,ARI,5700000,No
Lance Lynn,0.204,2,0.074,0.212,STL,513000,No
Andy Parrino,0.086,1,0.118,0.343,OAK,492500,No
Shelby Miller,0.191,2,0.076,0.26,STL,490000,No
Ehire Adrianza,0.056,3,0.222,0.708,SF,490000,No
Jonathan Schoop,0.031,1,0.286,0.833,BAL,490000,No
Zack Wheeler,0.111,2,0.133,0.328,NYM,490000,No
John Ryan Murphy,0.099,1,0.154,0.377,NYY,490000,No
Cameron Rupp,0.025,2,0.308,0.742,PHI,490000,No
Tanner Roark,0.086,1,0.286,0.643,WSH,490000,No
Joey Butler,0.049,1,0.333,0.967,TEX,490000,No
Daisuke Matsuzaka,0.043,1,0.25,0.5,NYM,490000,No
Clayton Richard,0.086,1,0.214,0.429,SD,5240000,No
Johnny Cueto,0.068,1,0.15,0.3,CIN,7400000,No
Francisco Liriano,0.161,1,0.064,0.201,PIT,1000000,No
Bud Norris,0.198,0,0.429,0.857,BAL,3000000,No
James McDonald,0.049,0,0.273,0.606,PIT,3025000,No
Jacob Turner,0.124,0,0.086,0.229,MIA,1175000,No
Tom Koehler,0.179,0,0.077,0.154,MIA,490000,No
Tim Beckham,0.031,1,0.429,0.804,TB,490000,No
Wilfredo Tovar,0.043,2,0.2,0.494,NYM,500000,No
Alfredo Figaro,0.204,2,0.25,0.5,MIL,575000,No
Jonathan Pettibone,0.111,0,0.103,0.325,PHI,490000,No
Michael Wacha,0.093,3,0.143,0.286,STL,490000,No
Zach Walters,0.049,1,0.375,1.069,WSH,490000,No
Juan Centeno,0.025,1,0.3,0.6,NYM,490000,No
Aaron Harang,0.161,0,0.182,0.364,NYM,5500000,No
Wandy Rodriguez,0.08,1,0.091,0.182,PIT,8500000,No
Jorge De La Rosa,0.185,0,0.039,0.113,COL,11000000,No
Zach Duke,0.161,0,1.0,2.0,CIN,490000,Si
R.A. Dickey,0.21,1,0.333,0.833,TOR,5250000,No
Ross Detwiler,0.08,0,0.091,0.221,WSH,2337500,No
Jake Arrieta,0.086,2,0.133,0.267,CHC,516500,No
Doug Fister,0.204,1,0.4,0.8,DET,4000000,No
Tom Milone,0.173,1,0.25,0.5,OAK,495000,No
Ryan Vogelsong,0.117,2,0.069,0.225,SF,5000000,No
Nathan Eovaldi,0.111,1,0.065,0.158,MIA,502000,No
Corey Brown,0.086,1,0.167,0.833,WSH,490000,No
Jason Pridie,0.025,1,0.2,0.4,BAL,490000,No
Tyler Cloyd,0.08,1,0.111,0.367,PHI,490000,No
Chris Rusin,0.08,2,0.105,0.211,CHC,490000,No
Todd Cunningham,0.049,0,0.25,0.5,ATL,490000,No
Max Stassi,0.019,1,0.286,0.661,HOU,490000,No
Taylor Jordan,0.056,0,0.143,0.286,WSH,490000,No
Tyler Lyons,0.074,0,0.167,0.333,STL,490000,No
Nick Buss,0.049,0,0.105,0.255,LAD,490000,No
Brian Flynn,0.025,0,0.4,0.8,MIA,490000,No
Jeremy Guthrie,0.204,0,0.25,0.5,KC,5000000,Si
Josh Beckett,0.049,0,0.125,0.347,LAD,17000000,No
Yusmeiro Petit,0.049,2,0.063,0.18,SF,490000,No
Jeff Francis,0.142,1,0.071,0.365,COL,1500000,Si
Ervin Santana,0.198,0,0.25,0.5,KC,13000000,No
Manny Parra,0.352,0,0.5,1.0,CIN,1000000,Si
Kevin Slowey,0.124,0,0.048,0.178,MIA,750000,Si
Joe Blanton,0.173,0,0.167,0.333,LAA,6500000,Si
Jake Peavy,0.142,0,0.067,0.2,BOS,14500000,No
Tom Gorzelanny,0.265,0,0.059,0.118,MIL,2750000,Si
James Shields,0.21,0,0.333,0.667,KC,10250000,No
C.J. Wilson,0.204,0,0.125,0.347,LAA,11500000,No
Brandon McCarthy,0.136,0,0.027,0.127,ARI,5250000,Si
Max Scherzer,0.198,1,0.333,1.0,DET,6725000,No
Rick Porcello,0.198,0,0.333,0.667,DET,5100000,No
Bruce Chen,0.21,0,0.5,1.0,KC,4500000,No
Brandon Beachy,0.031,0,0.125,0.347,ATL,510000,No
Lucas Harrell,0.228,0,0.25,0.75,HOU,500700,No
Scott Sizemore,0.012,0,0.167,0.5,OAK,500000,No
Ryan Webb,0.407,0,0.333,0.667,MIA,975000,No
Vin Mazzaro,0.352,0,0.167,0.333,PIT,490000,No
Drew Butera,0.037,0,0.1,0.2,LAD,700000,No
Jeremy Hellickson,0.196,0,0.333,0.667,TB,503000,No
Alfredo Simon,0.389,0,0.143,0.286,CIN,890000,No
Dylan Axelrod,0.185,0,0.5,1.0,CHW,493000,No
Jemile Weeks,0.049,0,0.111,0.222,OAK,490000,No
Chris Gimenez,0.025,0,0.333,1.167,TB,490000,No
Adam Ottavino,0.315,0,0.111,0.222,COL,491000,No
Bryan Anderson,0.062,2,0.056,0.216,CHW,490000,Si
Josh Collmenter,0.303,0,0.091,0.258,ARI,504000,No
Irving Falu,0.006,0,0.25,0.5,KC,492025,No
Raul Valdes,0.105,0,0.333,1.0,PHI,505000,No
Carlos Torres,0.204,1,0.063,0.18,NYM,490000,No
Eury Perez,0.056,0,0.125,0.25,WSH,490000,No
Bryan Morris,0.333,0,0.2,0.4,PIT,490000,No
Collin McHugh,0.043,0,0.167,0.333,COL,490000,No
Jeanmar Gomez,0.21,0,0.077,0.154,PIT,500000,No
Robbie Erlin,0.068,1,0.063,0.18,SD,490000,No
Seth Maness,0.407,0,0.2,0.4,STL,490000,No
Johnny Monell,0.049,1,0.125,0.347,SF,490000,No
Efren Navarro,0.025,1,0.25,0.75,LAA,490000,No
Mike Kickham,0.074,0,0.167,0.5,SF,490000,No
Burch Smith,0.062,0,0.111,0.311,SD,490000,No
Troy Patton,0.34,0,0.0,0.0,BAL,815000,No
Jon Lester,0.204,0,0.0,0.0,BOS,11625000,No
Carlos Marmol,0.321,0,0.0,0.0,LAD,9800000,No
Mark Buehrle,0.204,0,0.0,0.0,TOR,12000000,No
John Danks,0.136,0,0.0,0.0,CHW,15750000,No
Gavin Floyd,0.031,0,0.0,0.0,CHW,9500000,No
Matt Belisle,0.444,0,0.0,0.0,COL,4100000,No
Roberto Hernandez,0.196,0,0.0,0.0,TB,3250000,Si
Franklin Morales,0.124,0,0.0,0.0,BOS,1487500,No
Justin Verlander,0.21,0,0.0,0.0,DET,20000000,No
Josh Johnson,0.099,0,0.0,0.5,TOR,13750000,No
Anibal Sanchez,0.179,0,0.0,0.2,DET,8800000,Si
C.C. Sabathia,0.198,1,0.0,0.0,NYY,24285714,No
Wesley Wright,0.438,0,0.0,0.0,TB,1025000,No
John Lackey,0.179,0,0.0,0.0,BOS,15950000,No
Joe Saunders,0.204,0,0.0,0.0,SEA,6500000,Si
Jered Weaver,0.148,0,0.0,0.0,LAA,16200000,No
Chad Billingsley,0.012,0,0.0,0.0,LAD,11000000,No
Hiroki Kuroda,0.198,0,0.0,0.0,NYY,15000000,Si
Scott Baker,0.019,0,0.0,0.0,CHC,5500000,Si
Matt Guerrier,0.303,0,0.0,0.0,CHC,4750000,No
Mike Pelfrey,0.179,0,0.0,0.0,MIN,4000000,Si
Phil Hughes,0.185,0,0.0,0.0,NYY,7150000,No
Ross Ohlendorf,0.099,1,0.0,0.063,WSH,490000,Si
Dan Johnson,0.019,0,0.0,0.0,BAL,490000,Si
Kevin Correia,0.198,0,0.0,0.0,MIN,4500000,Si
Erik Bedard,0.198,0,0.0,0.0,HOU,1150000,Si
Felix Hernandez,0.191,0,0.0,0.167,SEA,20607142,No
Jason Hammel,0.161,0,0.0,0.0,BAL,6750000,No
J.P. Howell,0.414,0,0.0,0.0,LAD,2850000,Si
Miguel Gonzalez,0.185,0,0.0,0.0,BAL,502000,No
Miguel Gonzalez,0.185,0,0.0,0.0,CHW,490000,No
Bartolo Colon,0.185,0,0.0,0.0,OAK,3000000,Si
Burke Badenhop,0.389,0,0.0,0.0,MIL,1550000,No
Carlos Martinez,0.13,0,0.0,0.0,STL,490000,No
Josh Outman,0.377,0,0.0,0.0,COL,675000,No
Brad Ziegler,0.482,0,0.0,0.0,ARI,3150000,No
Jesse Chavez,0.216,0,0.0,0.0,OAK,490000,No
Edward Mujica,0.401,0,0.0,0.0,STL,3200000,No
Jaime Garcia,0.056,0,0.0,0.0,STL,5875000,No
Derek Holland,0.203,0,0.0,0.286,TEX,3200000,No
Darren O'Day,0.414,0,0.0,0.0,BAL,2200000,No
Aroldis Chapman,0.42,0,0.0,0.0,CIN,4733333,No
Tim Stauffer,0.265,0,0.0,0.0,SD,1000000,No
Wilton Lopez,0.463,0,0.0,0.0,COL,1762500,No
Chris Tillman,0.204,0,0.0,0.0,BAL,508500,No
Felix Doubront,0.179,0,0.0,0.0,BOS,518500,No
Sergio Santos,0.179,0,0.0,0.0,TOR,2750000,No
Esmil Rogers,0.284,0,0.0,0.0,TOR,509000,No
Jerry Blevins,0.414,0,0.0,0.0,OAK,1100000,No
Fernando Salas,0.167,0,0.0,0.0,STL,512000,No
Danny Worth,0.019,0,0.0,0.0,DET,490000,No
Jeff Manship,0.068,0,0.0,0.0,COL,490000,No
Jenrry Mejia,0.037,0,0.0,0.0,NYM,494925,No
Ivan Nova,0.142,0,0.0,0.0,NYY,575600,No
Vance Worley,0.062,0,0.0,0.0,MIN,525000,No
Brad Lincoln,0.136,0,0.0,0.0,TOR,490000,No
Samuel Deduno,0.111,0,0.0,0.0,MIN,490000,No
Wade Davis,0.191,0,0.0,0.0,KC,2800000,No
David Price,0.166,0,0.0,0.0,TB,15112500,No
Craig Stammen,0.34,0,0.0,0.167,WSH,875000,No
Alexi Ogando,0.141,0,0.0,0.0,TEX,506600,No
Kenley Jansen,0.463,0,0.0,0.0,LAD,512000,No
George Kontos,0.321,0,0.0,0.0,SF,494500,No
Chris Archer,0.141,0,0.0,0.0,TB,490000,No
Alex Cobb,0.135,0,0.0,0.0,TB,502200,No
Matt Moore,0.166,0,0.0,0.0,TB,1100000,No
Hector Santiago,0.21,0,0.0,0.0,CHW,505000,No
Anthony Swarzak,0.296,0,0.0,0.0,MIN,502500,No
Jerome Williams,0.228,0,0.0,0.0,LAA,2000000,No
Martin Perez,0.123,0,0.0,0.0,TEX,492000,No
Wei-Yin Chen,0.142,0,0.0,0.0,BAL,3655333,No
Anthony Varvaro,0.383,0,0.0,0.0,ATL,490000,No
Brad Hand,0.043,0,0.0,0.0,MIA,490000,No
Yu Darvish,0.196,0,0.0,0.0,TEX,10550000,No
David Carpenter,0.346,0,0.0,0.0,ATL,490000,No
Jordan Lyles,0.167,0,0.0,0.0,HOU,490000,No
Michael Fiers,0.068,0,0.0,0.0,MIL,498000,No
Jared Hughes,0.179,0,0.0,0.0,PIT,504500,No
Tony Watson,0.414,0,0.0,0.0,PIT,505500,No
Drew Pomeranz,0.049,0,0.0,0.0,COL,490000,No
Hisashi Iwakuma,0.204,0,0.0,0.0,SEA,6550000,Si
Anthony Bass,0.148,1,0.0,0.0,SD,503600,No
Rex Brothers,0.444,0,0.0,0.0,COL,491000,No
Ronald Belisario,0.475,0,0.0,0.0,LAD,1450000,No
Erasmo Ramirez,0.086,0,0.0,0.0,SEA,490000,No
David Phelps,0.136,0,0.0,0.0,NYY,512425,No
Jose Quintana,0.204,0,0.0,0.0,CHW,500000,No
Sandy Leon,0.012,0,0.0,0.0,WSH,490000,No
Dale Thayer,0.426,0,0.0,0.0,SD,498900,No
Sam Dyson,0.031,0,0.0,0.0,MIA,490000,No
Todd Redmond,0.105,0,0.0,0.25,TOR,490000,No
Neftali Soto,0.08,0,0.0,0.077,CIN,490000,No
Justin Grimm,0.166,0,0.0,0.0,CHC,491000,No
Alex Colome,0.018,0,0.0,0.0,TB,490000,No
Trevor Rosenthal,0.457,0,0.0,0.0,STL,490000,No
Ryan Jackson,0.043,0,0.0,0.0,STL,490000,No
Jean Machi,0.315,0,0.0,0.0,SF,490500,No
Brad Boxberger,0.111,0,0.0,0.0,SD,492300,No
Justin Wilson,0.358,0,0.0,0.0,PIT,493500,No
Dan Straily,0.167,0,0.0,0.333,OAK,492500,No
Johnny Hellweg,0.049,0,0.0,0.0,MIL,490000,No
Tyler Thornburg,0.117,0,0.0,0.0,MIL,490000,No
Paco Rodriguez,0.469,0,0.0,0.0,LAD,491500,No
Chris Withrow,0.161,0,0.0,0.0,LAD,490000,No
Dallas Keuchel,0.204,0,0.0,0.0,HOU,490000,No
Brooks Raley,0.056,0,0.0,0.0,CHC,490000,No
Stolmy Pimentel,0.031,0,0.0,0.0,PIT,490000,No
Chad Jenkins,0.062,0,0.0,0.0,TOR,490000,No
Rob Scahill,0.142,0,0.0,0.0,COL,490000,No
Gonzalez Germen,0.179,0,0.0,0.0,NYM,490000,No
Eury De La Rosa,0.117,0,0.0,0.0,ARI,490000,No
Christian Bethancourt,0.006,0,0.0,0.0,ATL,490000,No
Nick Tepesch,0.117,0,0.0,0.0,TEX,490000,No
Brandon Cumpton,0.037,0,0.0,0.1,PIT,490000,No
Alex Wood,0.191,0,0.0,0.0,ATL,490000,No
Kevin Gausman,0.124,0,0.0,0.0,BAL,490000,No
Curtis Partch,0.086,0,0.0,0.0,CIN,490000,No
J.C. Ramirez,0.111,0,0.0,0.0,PHI,490000,No
Chad Bettis,0.105,0,0.0,0.0,COL,490000,No
Jose Alvarez,0.086,0,0.0,0.5,DET,490000,No
Jose Dominguez,0.056,0,0.0,0.0,LAD,490000,No
Rob Wooten,0.167,0,0.0,0.0,MIL,490000,No
A.J. Griffin,0.198,0,0.0,0.2,OAK,492500,No
Ethan Martin,0.093,0,0.0,0.0,PHI,490000,No
James Paxton,0.025,0,0.0,0.5,SEA,490000,No
Kevin Siegrist,0.278,0,0.0,0.0,STL,490000,No
Chaz Roe,0.13,0,0.0,0.0,ARI,490000,No
Jimmy Nelson,0.025,0,0.0,0.0,MIL,490000,No
Luis Garcia,0.148,0,0.0,0.0,PHI,490000,No
Audry Perez,0.012,0,0.0,0.0,STL,490000,No
