Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos_en_contra,Bateos_en_contra_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras_en_contra,Carreras_en_contra_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Status_agente_libre,Strike-outs,Strike-outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
PIT,6.4,2016,2017,1,0,81,6561,0,2,10,51,2601,44,1936,1.525,2.3256249999999996,0.054134524292867775,0.0029305467204150913,0.08255514954662337,0.006815352716665348,4.82,23.232400000000002,38,38,Pittsburgh Pirates,SF,Pennsylvania,22750000,82.1,6740.409999999999,24,160,14,Ryan Vogelsong,7,49,3225000,9,215.0,17,0.15,SP,0.4875,0,0,UFA,61,3721,3225000,2000000,0.032,3225000,9.78,95.64839999999998,2000000,2000000,25150000,2000000,2000000,78,1.2470400000000004,1.555108761600001,1.47,2.1609,5,40,1600,3,9,14.98644350821201,14.508657738524219,14.98644350821201
MIA,5.721339712918669,2016,2017,1,1,54,2916,0,2,10,27,729,25,625,2.0,4.0,0.0629572911349328,0.003963620507048688,0.1259145822698656,0.01585448202819475,3.44,11.833599999999999,39,38,Miami Marlins,CHC,Florida,39807500,65.3,4264.089999999999,67,160,0,Fernando Rodney,4,16,3330616,2,240.0,2,0.41875,RP,0.49375,25,625,UFA,74,5476,830616,1600000,0.011,4100000,37.37,1396.5168999999999,2000000,2000000,84707500,2000000,2000000,79,1.2470400000000004,1.555108761600001,1.39,1.9320999999999997,2,37,1369,2,4,13.629922873176499,14.28551418721001,15.226497531674536
CIN,6.6,2016,2017,1,1,89,7921,0,2,8,64,4096,61,3721,1.2580645161290323,1.582726326742976,0.058678780995646405,0.003443199339135034,0.07382169222032935,0.005449642242273034,9.36,87.60959999999999,35,34,Cincinnati Reds,DET,Ohio,11591500,58.7,3445.6900000000005,15,161,11,Alfredo Simon,7,49,2000000,10,267.0,15,0.09316770186335403,SP,0.422360248447205,0,0,UFA,39,1521,2000000,2000000,0.023,2000000,0.0,0.0,2000000,2000000,3400000,2000000,2000000,68,1.2470400000000004,1.555108761600001,2.05,4.2025,5,31,961,2,4,14.508657738524219,14.508657738524219,14.508657738524219
ATL,6.3,2016,2017,1,1,39,1521,0,1,13,25,625,22,484,2.0,4.0,0.04258614014711575,0.001813579332629784,0.0851722802942315,0.007254317330519136,6.91,47.7481,31,30,Atlanta Braves,NYM,Georgia,19625000,28.7,823.6899999999999,39,160,0,Eric O'Flaherty,4,16,1750000,18,210.0,23,0.24375,RP,0.41875,0,0,UFA,22,484,1750000,1750000,0.018,1750000,0.0,0.0,1750000,1750000,19157500,1750000,1750000,67,1.2470400000000004,1.555108761600001,1.74,3.0276,3,11,121,1,1,14.375126345899696,14.375126345899696,14.375126345899696
MIL,6.2,2016,2017,1,0,23,529,0,1,8,11,121,11,121,1.8,3.24,0.06944444444444445,0.0048225308641975315,0.125,0.015625,4.13,17.0569,37,37,Milwaukee Brewers,NYY,Wisconsin,29399327,24.0,576.0,16,161,0,Chris Capuano,1,1,1500000,1,225.0,4,0.09937888198757763,RP,0.4472049689440994,0,0,UFA,27,729,1500000,1500000,0.024,1500000,0.0,0.0,1500000,1500000,8100000,1500000,1500000,72,0.16,0.0256,1.58,2.4964000000000004,0,15,225,1,1,14.22097566607244,14.22097566607244,14.22097566607244
SD,6.2,2016,2017,1,0,89,7921,0,5,13,50,2500,49,2401,4.357142857142857,18.984693877551017,0.021021021021021023,0.0004418833247662077,0.0915915915915916,0.008389019650280912,5.96,35.5216,32,32,San Diego Padres,STL,California,19714000,74.0,5476.0,51,161,0,Carlos Villanueva,2,4,1500000,2,215.0,5,0.3167701863354037,RP,0.422360248447205,1,1,UFA,61,3721,1500000,1500000,0.018,1500000,4.18,17.472399999999997,1500000,1500000,12120000,1500000,1500000,68,1.2470400000000004,1.555108761600001,1.39,1.9320999999999997,0,14,196,2,4,14.22097566607244,14.22097566607244,14.22097566607244
WSH,6.3,2016,2017,1,1,43,1849,0,1,11,13,169,9,81,4.571428571428571,20.897959183673468,0.01698204754973314,0.00028838993898139736,0.07763221737020864,0.006026761173815325,1.77,3.1329000000000002,36,35,Washington Nationals,STL,Washington DC,24924500,45.8,2097.64,40,161,0,Matt Belisle,0,0,1250000,1,230.0,4,0.2484472049689441,RP,0.5838509316770186,0,0,UFA,32,1024,1250000,1250000,0.009,1250000,0.0,0.0,1250000,1250000,68750000,1250000,1250000,94,1.15,1.3224999999999998,1.09,1.1881000000000002,0,7,49,0,0,14.038654109278484,14.038654109278484,14.038654109278484
LAA,6.3,2016,2017,1,1,153,23409,0,5,9,81,6561,77,5929,2.1636363636363636,4.681322314049586,0.04243827160493827,0.00180100689681451,0.09182098765432099,0.008431093773814968,4.81,23.136099999999995,28,27,Los Angeles Angels,ARI,California,10564609,144.0,20736.0,34,161,22,Jhoulys Chacin,8,64,1100000,1,215.0,10,0.2111801242236025,SP,0.453416149068323,0,0,UFA,119,14161,877593,1100000,0.005,1100000,26.64,709.6896,1100000,1100000,12525000,1100000,1100000,73,1.2470400000000004,1.555108761600001,1.44,2.0736,1,55,3025,6,36,13.68493821161235,13.9108207377686,13.9108207377686
TOR,6.4,2016,2017,1,1,23,529,0,1,13,14,196,14,196,3.75,14.0625,0.02867383512544803,0.0008221888208013771,0.10752688172043011,0.011562030292519367,4.07,16.5649,33,32,Toronto Blue Jays,CLE,Toronto,39626000,31.0,961.0,28,161,0,Gavin Floyd,4,16,1000000,2,235.0,7,0.17391304347826086,RP,0.546583850931677,0,0,UFA,30,900,1000000,1000000,0.007,1000000,0.0,0.0,1000000,1000000,65800000,1000000,1000000,88,0.22,0.0484,1.0,1.0,2,8,64,2,4,13.815510557964274,13.815510557964274,13.815510557964274
MIL,6.1,2016,0,1,0,65,4225,0,1,8,26,676,25,625,2.6,6.760000000000001,0.04050222762251924,0.0016404304423863604,0.10530579181855003,0.011089309790531798,2.73,7.4529,33,33,Milwaukee Brewers,ATL,Wisconsin,4040500,82.3,6773.29,72,161,0,Carlos Torres,3,9,950000,1,180.0,4,0.4472049689440994,RP,0.4472049689440994,2,4,UFA,78,6084,950000,950000,0.015,950000,80.74,6518.9475999999995,950000,950000,8100000,950000,950000,72,2.19,4.7961,1.15,1.3224999999999998,0,30,900,3,9,13.764217263576723,13.764217263576723,13.764217263576723
MIL,6.3,2016,2017,1,0,80,6400,0,1,8,30,900,29,841,1.5294117647058822,2.339100346020761,0.02861952861952862,0.0008190774184040178,0.04377104377104377,0.0019159042728066299,3.96,15.6816,34,34,Milwaukee Brewers,MIN,Wisconsin,6079500,66.0,4356.0,61,161,0,Blaine Boyer,4,16,950000,1,225.0,4,0.37888198757763975,RP,0.4472049689440994,1,1,UFA,26,676,950000,950000,0.015,950000,40.47,1637.8209,950000,950000,8100000,950000,950000,72,0.55,0.30250000000000005,1.47,2.1609,0,17,289,2,4,13.764217263576723,13.764217263576723,13.764217263576723
LAD,6.4,2016,2017,1,1,45,2025,0,5,8,27,729,25,625,1.875,3.515625,0.05555555555555555,0.0030864197530864196,0.10416666666666667,0.010850694444444446,4.69,21.996100000000002,30,29,Los Angeles Dodgers,KC,California,3156098,48.0,2304.0,61,161,0,Louis Coleman,1,1,750000,25,205.0,30,0.37888198757763975,RP,0.5652173913043478,0,0,UFA,45,2025,750000,750000,0.003,750000,13.52,182.79039999999998,750000,750000,79750000,750000,750000,91,1.2470400000000004,1.555108761600001,1.44,2.0736,6,24,576,2,4,13.527828485512494,13.527828485512494,13.527828485512494
CIN,6.5,2016,0,1,0,72,5184,0,2,8,38,1444,34,1156,2.1315789473684212,4.543628808864267,0.055409740449110526,0.003070239336637795,0.11811023622047243,0.013950027900055796,4.02,16.160399999999996,30,30,Cincinnati Reds,PIT,Ohio,1160000,76.2,5806.4400000000005,70,161,0,Blake Wood,5,25,600000,10,233.0,15,0.43478260869565216,RP,0.422360248447205,1,1,UFA,81,6561,600000,600000,0.007,600000,41.04,1684.2816,600000,600000,3400000,600000,600000,68,0.48,0.2304,1.44,2.0736,5,38,1444,6,36,13.304684934198283,13.304684934198283,13.304684934198283
SD,6.4,2016,0,1,1,34,1156,0,5,13,20,400,20,400,2.5161290322580645,6.330905306971904,0.054673721340388004,0.0029892158052063984,0.13756613756613756,0.018924442204865482,2.86,8.179599999999999,29,28,San Diego Padres,LAD,California,516036,63.0,3969.0,67,161,0,Ryan Buchter,0,0,485982,2,232.0,5,0.4161490683229814,RP,0.422360248447205,1,1,UFA,78,6084,485982,520000,0.006,520000,76.38,5833.904399999999,520000,520000,12120000,520000,520000,68,1.36,1.8496000000000004,1.03,1.0609,0,31,961,3,9,13.093926865159705,13.16158409055761,13.16158409055761
SD,5.721339712918669,2016,2017,1,0,92,8464,0,5,13,56,3136,55,3025,1.4878048780487805,2.2135633551457468,0.05423280423280423,0.0029411970549536683,0.08068783068783068,0.006510526021108031,5.89,34.692099999999996,32,32,San Diego Padres,ATL,California,81259061,84.0,7056.0,24,161,13,Edwin Jackson,7,49,216294,2,210.0,5,0.14906832298136646,SP,0.422360248447205,0,0,UFA,61,3721,216294,507500,0.003,507500,9.48,89.8704,507500,507500,12120000,507500,507500,68,1.2470400000000004,1.555108761600001,1.58,2.4964000000000004,0,41,1681,5,25,12.284393872305369,13.137251989898079,13.137251989898079
SF,6.4,2016,2018,1,0,5,25,0,5,8,0,0,0,0,2.25,5.0625,0.07054673721340389,0.004976842131457065,0.15873015873015875,0.025195263290501393,0.0,0.0,41,41,San Francisco Giants,DET,California,94858190,6.3,39.69,10,161,0,Joe Nathan,0,0,83190,23,230.0,26,0.062111801242236024,RP,0.5341614906832298,0,0,UFA,9,81,83190,507500,0.001,507500,0.0,0.0,507500,507500,251000000,507500,507500,86,0.08,0.0064,1.42,2.0164,8,4,16,2,4,11.328882427277934,13.137251989898079,13.137251989898079
TEX,6.5,2016,0,1,1,116,13456,0,2,10,68,4624,67,4489,2.3260869565217392,5.410680529300568,0.04295051353874883,0.0018447466132422469,0.09990662931839403,0.00998133458176299,5.07,25.704900000000002,28,27,Texas Rangers,OAK,Texas,2502500,119.0,14161.0,23,161,23,A.J. Griffin,4,16,507500,2,230.0,8,0.14285714285714285,RP,0.5900621118012422,0,0,UFA,107,11449,493633,507500,0.003,507500,0.0,0.0,507500,507500,20165000,507500,507500,95,1.02,1.0404,1.36,1.8496000000000004,0,46,2116,7,49,13.109547605092216,13.137251989898079,13.137251989898079
TB,6.3,2016,2017,1,0,62,3844,0,2,4,35,1225,33,1089,1.6666666666666667,2.777777777777778,0.046948356807511735,0.0022041482069254333,0.07824726134585289,0.006122633908126203,5.98,35.760400000000004,31,31,Tampa Bay Rays,MIN,Florida,13705636,49.7,2470.09,58,161,0,Kevin Jepsen,6,36,227386,1,235.0,4,0.36024844720496896,RP,0.4161490683229814,7,49,UFA,35,1225,227386,507500,0.004,507500,5.3,28.09,0,507500,5275000,507500,0,67,1.2470400000000004,1.555108761600001,1.67,2.7889,0,21,441,2,4,12.33440429288003,13.137251989898079,13.137251989898079
WSH,6.6,2016,2017,1,0,74,5476,0,1,11,40,1600,38,1444,1.4,1.9599999999999997,0.047619047619047616,0.0022675736961451243,0.06666666666666667,0.0044444444444444444,4.89,23.912099999999995,28,28,Washington Nationals,CHW,Washington DC,26668329,70.0,4900.0,17,161,12,Mat Latos,3,9,85963,1,245.0,4,0.10559006211180125,SP,0.5838509316770186,0,0,UFA,42,1764,85963,507500,0.001,507500,28.38,805.4244,0,507500,68750000,507500,0,94,0.31,0.0961,1.49,2.2201,0,30,900,7,49,11.361672250100924,13.137251989898079,13.137251989898079
CIN,6.4,2016,2017,1,0,59,3481,0,2,8,35,1225,34,1156,2.125,4.515625,0.05411804498562489,0.0029287627930661194,0.1150008455944529,0.013225194487439196,4.66,21.715600000000002,33,33,Cincinnati Reds,TEX,Ohio,6201192,65.7,4316.490000000001,64,161,0,Ross Ohlendorf,7,49,800000,10,240.0,15,0.39751552795031053,RP,0.422360248447205,2,4,UFA,68,4624,800000,800000,0.009,800000,23.49,551.7801,0,800000,3400000,800000,0,68,0.19,0.0361,1.39,1.9320999999999997,5,32,1024,5,25,13.592367006650065,13.592367006650065,13.592367006650065
ATL,6.4,2016,2017,1,1,36,1296,0,1,13,17,289,17,289,2.0625,4.25390625,0.04304546677428033,0.001852912209815672,0.08878127522195318,0.007882114830036199,3.7,13.690000000000001,30,29,Atlanta Braves,ARI,Georgia,5731687,41.3,1705.6899999999998,18,160,3,Josh Collmenter,0,0,52687,18,245.0,23,0.1125,RP,0.41875,0,0,UFA,33,1089,52687,507500,0.001,507500,0.0,0.0,0,507500,19157500,507500,0,67,0.17,0.028900000000000006,1.26,1.5876000000000001,3,16,256,3,9,10.872124024782218,13.137251989898079,13.137251989898079
SD,6.3,2016,2017,1,0,19,361,0,5,13,4,16,3,9,2.6666666666666665,7.111111111111111,0.020833333333333332,0.00043402777777777775,0.05555555555555555,0.0030864197530864196,1.69,2.8560999999999996,31,31,San Diego Padres,SD,California,29703450,16.0,256.0,18,161,0,Brandon Morrow,0,0,238650,2,205.0,5,0.11180124223602485,RP,0.422360248447205,0,0,UFA,8,64,138650,507500,0.002,607500,0.0,0.0,0,507500,12120000,507500,0,68,0.43,0.18489999999999998,1.38,1.9043999999999996,0,3,9,1,1,11.839708051043925,13.137251989898079,13.31710745419684
BAL,6.0,2016,2017,1,1,13,169,0,1,8,6,36,6,36,3.3333333333333335,11.111111111111112,0.02506265664160401,0.0006281367579349375,0.0835421888053467,0.006979297310388195,4.05,16.4025,33,32,Baltimore Orioles,MIN,Maryland,8302500,13.3,176.89000000000001,14,161,0,Brian Duensing,0,0,507500,7,200.0,14,0.08695652173913043,RP,0.546583850931677,0,0,UFA,10,100,341079,507500,0.002,507500,0.0,0.0,0,507500,220260000,507500,0,88,0.16,0.0256,1.2,1.44,3,3,9,1,1,12.739869400988196,13.137251989898079,13.137251989898079
BOS,6.1,2016,0,1,0,40,1600,0,1,6,20,400,19,361,1.8636363636363635,3.473140495867768,0.05234356412086605,0.0027398487048752155,0.09754936949797763,0.009515879489452967,3.66,13.395600000000002,30,30,Boston Red Sox,OAK,Massachusetts,3780020,46.7,2180.8900000000003,57,161,0,Fernando Abad,6,36,174699,13,220.0,22,0.35403726708074534,RP,0.577639751552795,1,1,UFA,41,1681,174699,507500,0.001,507500,31.0,961.0,0,507500,230000000,507500,0,93,1.2470400000000004,1.555108761600001,1.33,1.7689000000000001,8,22,484,1,1,12.070819772007312,13.137251989898079,13.137251989898079
SD,6.4,2016,0,1,0,131,17161,0,5,13,74,5476,69,4761,1.9230769230769231,3.698224852071006,0.044685056285984355,0.00199675425528159,0.08593280054996992,0.00738444621036091,4.8,23.04,28,28,San Diego Padres,COL,California,3462950,129.3,16718.49,24,161,23,Christian Friedrich,12,144,507500,2,215.0,5,0.14906832298136646,SP,0.422360248447205,0,0,UFA,100,10000,396539,507500,0.005,507500,38.8,1505.4399999999998,0,507500,12120000,507500,0,68,0.31,0.0961,1.41,1.9880999999999998,0,52,2704,5,25,12.890529675875685,13.137251989898079,13.137251989898079
NYM,6.5,2016,2017,1,0,35,1225,0,2,9,17,289,17,289,2.857142857142857,8.16326530612245,0.044444444444444446,0.0019753086419753087,0.12698412698412698,0.016124968505920885,4.37,19.0969,33,33,New York Mets,MIL,New York,1991500,35.0,1225.0,44,161,0,Jim Henderson,2,4,507500,5,220.0,9,0.2732919254658385,RP,0.5403726708074534,0,0,UFA,40,1600,507500,507500,0.003,507500,0.0,0.0,0,507500,48757500,507500,0,87,0.1,0.010000000000000002,1.4,1.9599999999999997,2,14,196,2,4,13.137251989898079,13.137251989898079,13.137251989898079
CHW,6.1,2016,0,1,1,132,17424,0,2,13,61,3721,55,3025,2.7142857142857144,7.367346938775511,0.02880658436213992,0.0008298193026130841,0.07818930041152264,0.006113566698843334,3.67,13.4689,32,31,Chicago White Sox,BAL,Illinois,6384975,135.0,18225.0,24,161,23,Miguel Gonzalez,8,64,507500,6,170.0,9,0.14906832298136646,SP,0.484472049689441,0,0,UFA,95,9025,413177,507500,0.003,507500,70.28,4939.2784,0,507500,17650000,507500,0,78,2.11,4.4521,1.24,1.5376,3,35,1225,5,25,12.931631351561236,13.137251989898079,13.137251989898079
MIA,6.3,2016,2017,1,1,49,2401,0,2,10,26,676,21,441,1.9090909090909092,3.6446280991735542,0.05472636815920398,0.002994975371896735,0.1044776119402985,0.010915571396747604,2.82,7.952399999999999,34,33,Miami Marlins,PHI,Florida,8690196,67.0,4489.0,55,160,0,Dustin McGowan,3,9,1000000,2,240.0,2,0.34375,RP,0.49375,1,1,UFA,63,3969,1000000,1000000,0.013,1000000,54.44,2963.7135999999996,0,1000000,84707500,1000000,0,79,0.78,0.6084,1.22,1.4884,2,33,1089,1,1,13.815510557964274,13.815510557964274,13.815510557964274
