Acronimo,Acronimo_t_1,Acronimo_t_2,Altura,Altura_t_1,Altura_t_2,Anio_t_1,Anio_t_2,Anio_x,Anio_y,Anios_contrato,Bateos_pitcher,Bateos_pitcher_2,Bateos_pitcher_2_t_1,Bateos_pitcher_2_t_2,Bateos_pitcher_t_1,Bateos_pitcher_t_2,Cantidad_agentes_libres,Cantidad_agentes_libres_t_1,Cantidad_agentes_libres_t_2,Carreras,Carreras_2,Carreras_2_t_1,Carreras_2_t_2,Carreras_ganadas,Carreras_ganadas_2,Carreras_ganadas_2_t_1,Carreras_ganadas_2_t_2,Carreras_ganadas_t_1,Carreras_ganadas_t_2,Carreras_t_1,Carreras_t_2,Comando,Comando_2,Comando_2_t_1,Comando_2_t_2,Comando_t_1,Comando_t_2,Control,Control_2,Control_2_t_1,Control_2_t_2,Control_t_1,Control_t_2,Dominio,Dominio_2,Dominio_2_t_1,Dominio_2_t_2,Dominio_t_1,Dominio_t_2,ERA,ERA_2,ERA_2_t_1,ERA_2_t_2,ERA_t_1,ERA_t_2,Edad,Edad_t_1,Edad_t_2,Equipo,Equipo_anterior,Equipo_t_1,Equipo_t_2,Inning_pitched,Inning_pitched_2,Inning_pitched_2_t_1,Inning_pitched_2_t_2,Inning_pitched_t_1,Inning_pitched_t_2,Juegos,Juegos_2,Juegos_2_t_1,Juegos_2_t_2,Juegos_iniciados,Juegos_iniciados_2,Juegos_iniciados_2_t_1,Juegos_iniciados_2_t_2,Juegos_iniciados_t_1,Juegos_iniciados_t_2,Juegos_t_1,Juegos_t_2,Juegos_totales,Juegos_totales_t_1,Juegos_totales_t_2,Jugador,Losses,Losses_2,Losses_2_t_1,Losses_2_t_2,Losses_t_1,Losses_t_2,Pennants_won,Pennants_won_t_1,Pennants_won_t_2,Peso,Peso_t_1,Peso_t_2,Playoffs,Playoffs_t_1,Playoffs_t_2,Posicion,Posicion_t_1,Posicion_t_2,Promedio_victorias,Promedio_victorias_t_1,Promedio_victorias_t_2,Saves,Saves_2,Saves_2_t_1,Saves_2_t_2,Saves_t_1,Saves_t_2,Status,Strike_outs,Strike_outs_2,Strike_outs_2_t_1,Strike_outs_2_t_2,Strike_outs_t_1,Strike_outs_t_2,Sueldo,Sueldo_base,Sueldo_base_t_1,Sueldo_base_t_2,Sueldo_regular,Sueldo_regular_t_1,Sueldo_regular_t_2,Sueldo_t_1,Sueldo_t_2,TVS,TVS_2,TVS_2_t_1,TVS_2_t_2,TVS_t_1,TVS_t_2,Valor_contrato,Valor_contrato_total,Valor_contrato_total_t_1,Valor_contrato_total_t_2,Valor_promedio_contrato,Victorias,Victorias_t_1,Victorias_t_2,WAR,WAR_2,WAR_2_t_1,WAR_2_t_2,WAR_t_1,WAR_t_2,WHIP,WHIP_2,WHIP_2_t_1,WHIP_2_t_2,WHIP_t_1,WHIP_t_2,WS_ganadas,WS_ganadas_t_1,WS_ganadas_t_2,Walks,Walks_2,Walks_2_t_1,Walks_2_t_2,Walks_t_1,Walks_t_2,Wins,Wins_2,Wins_2_t_1,Wins_2_t_2,Wins_t_1,Wins_t_2,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
COL,LAD,SF,6.4,6.4,6.4,10,11,2021,9,2,47,2209,196,3364,14,58,1,4,8,25,625,36,961,20,400,36,576,6,24,6,31,3.1818181818181817,10.12396694214876,121.0,49.0,11.0,7.0,0.02959375840731773,0.0008757905366706888,0.00026962826351309443,0.00032600308641975303,0.016420361247947452,0.018055555555555554,0.09416195856873823,0.008866474441500774,0.03262501988508443,0.0159741512345679,0.18062397372742198,0.12638888888888888,4.36,19.009600000000002,7.0756000000000006,28.944399999999998,2.66,5.38,32,33,33,Colorado Rockies,LAD,Los Angeles Dodgers,San Francisco Giants,41.3,1705.6899999999998,412.09000000000003,6400.0,20.3,80.0,45,2025,576,7396,0,0,0,0,0,0,24,86,161,59,163,Jake McGee,2,4,1,9,1,3,1,25,23,229,229,229,5,34,27,RP,RP,RP,0.4347826086956521,0.711864406779661,0.6625766871165644,0,0,0,961,0,31,UFA,35,1225,1089,8281,33,91,8500000,8500000,563500,2000000,8500000,208704,2000000,563500,2000000,0.0,0.0,3322.3696,21167.3401,57.64,145.49,5000000,24000000,15813500,36200000,2500000,70,42,108,0.39,0.1521,0.18489999999999998,1.8769000000000002,0.43,1.37,1.4,1.9599999999999997,0.7055999999999999,3.0276,0.84,1.74,0,7,8,11,121,9,169,3,13,0,0,9,36,3,6,15.955576721460545,15.955576721460545,15.955576721460545
MIN,MIN,HOU,6.2,6.2,6.2,10,11,2021,9,3,139,19321,256,12769,16,113,4,7,5,65,4225,100,3721,62,3844,100,3481,10,59,10,61,3.358490566037736,11.279458882164473,16.0,7.74945215485756,4.0,2.7837837837837838,0.037037037037037035,0.0013717421124828531,0.0005919927066498541,0.001207671840786261,0.024330900243309004,0.034751573213111675,0.1243885394828791,0.015472508754683773,0.009471883306397666,0.009358795148941884,0.09732360097323602,0.0967408659716352,3.51,12.320099999999998,43.4281,116.64000000000001,6.59,10.8,29,30,30,Minnesota Twins,MIN,Minnesota Twins,Houston Astros,159.0,25281.0,187.68999999999997,13994.89,13.7,118.3,30,900,16,784,30,900,16,729,4,27,4,28,162,60,162,Jake Odorizzi,7,49,1,64,1,8,6,6,4,190,190,190,16,17,15,SP,SP,SP,0.6234567901234568,0.6,0.5864197530864198,0,0,0,0,0,0,UFA,178,31684,144,10609,12,103,9500000,9500000,17800000,6000000,9500000,6592593,9000000,17800000,9000000,80.7,6512.490000000001,0.0,877.9368999999999,0.0,29.63,23500000,46800000,134000000,76100000,7833333,101,36,95,3.63,13.1769,0.0361,0.24009999999999998,-0.19,0.49,1.21,1.4641,1.9320999999999997,6.969600000000001,1.39,2.64,3,3,1,53,2809,9,1369,3,37,15,225,0,36,0,6,16.06680235657077,16.06680235657077,16.06680235657077
NYY,NYY,SEA,6.4,6.4,6.4,10,11,2021,9,1,138,19044,529,529,23,23,5,2,4,71,5041,289,324,64,4096,225,256,15,16,17,18,3.381818181818182,11.436694214876033,13.795918367346939,12.25,3.7142857142857144,3.5,0.04055150040551501,0.0016444241851384838,0.0014679761013490697,0.0016779363689824029,0.038314176245210725,0.040962621607782905,0.13713780137137802,0.01880677656497553,0.02025207845942798,0.020554720520034434,0.14230979748221126,0.14336917562724016,3.82,14.5924,44.0896,179.2921,6.64,13.39,30,31,31,New York Yankees,NYY,New York Yankees,Seattle Mariners,150.7,22710.489999999998,412.09000000000003,470.89,20.3,21.7,29,841,25,36,29,841,25,36,5,6,5,6,162,60,162,James Paxton,6,36,1,1,1,1,40,40,0,235,235,235,55,56,4,SP,SP,SP,0.6358024691358025,0.55,0.5555555555555556,0,0,0,0,0,0,UFA,186,34596,676,784,26,28,8575000,8575000,12500000,8500000,8575000,4629630,8500000,12500000,8500000,63.27,4003.0929000000006,0.0,0.0,0.0,0.0,8500000,124555000,336500000,16300000,8500000,103,33,90,2.24,5.017600000000001,0.1369,0.1521,-0.37,-0.39,1.28,1.6384,2.1904,4.9729,1.48,2.23,27,27,0,55,3025,49,64,7,8,15,225,1,1,1,1,15.964361551016278,15.964361551016278,15.964361551016278
NYM,NYM,NYM,6.3,6.3,6.3,10,11,2019,9,3,62,3844,400,5929,20,77,6,5,9,39,1521,121,1764,38,1444,121,1369,11,37,11,42,1.5,2.25,1.4653739612188366,4.265122873345935,1.2105263157894737,2.0652173913043477,0.07777777777777778,0.006049382716049383,0.006251722037701176,0.0035321061100761835,0.07906783187682065,0.059431524547803614,0.11666666666666667,0.013611111111111112,0.009161110686825267,0.01506486656117087,0.0957136912193092,0.1227390180878553,5.7,32.49,13.7641,58.52250000000001,3.71,7.65,29,30,31,New York Mets,OAK,New York Mets,New York Mets,60.0,3600.0,712.89,7396.0,26.7,86.0,66,4356,625,8100,0,0,0,0,0,0,25,90,161,60,162,Jeurys Familia,2,4,0,16,0,4,5,5,5,240,240,240,9,9,9,RP,RP,RP,0.5279503105590062,0.4333333333333333,0.4753086419753086,0,0,0,1,0,1,UFA,63,3969,529,9025,23,95,6666666,6000000,11000000,11000000,6666666,4370371,16666668,11666666,11666668,1.42,2.0164,33.1776,70.7281,5.76,8.41,30000000,79000000,26300000,94150000,10000000,85,26,77,-0.44,0.1936,0.28090000000000004,0.2916,0.53,0.54,1.73,2.9929,2.1315999999999997,8.2944,1.46,2.88,2,2,2,42,1764,361,2116,19,46,4,16,4,121,2,11,15.71263044285015,15.60727002719233,15.71263044285015
OAK,OAK,TOR,6.3,6.3,6.3,10,11,2021,9,1,51,2601,324,3249,18,57,6,2,6,33,1089,64,841,33,1089,49,784,7,28,8,29,3.95,15.602500000000001,5.76,8.462809917355372,2.4,2.909090909090909,0.0322061191626409,0.0010372341115182254,0.0024825914481179344,0.0016765313563841843,0.04982561036372695,0.04094546808114647,0.12721417069243157,0.016183445224963115,0.014299726741159305,0.014188166189565329,0.11958146487294469,0.11911408896333518,4.3,18.49,7.952399999999999,62.0944,2.82,7.88,35,36,37,Oakland Athletics,OAK,Oakland Athletics,Toronto Blue Jays,69.0,4761.0,497.29,3564.09,22.3,59.7,71,5041,484,3969,0,0,0,0,0,0,22,63,162,60,163,Joakim Soria,4,16,4,36,2,6,15,15,2,205,205,205,28,29,8,RP/CL,RP/CL,RP/CL,0.5987654320987654,0.6,0.5644171779141104,1,1,4,64,2,8,UFA,79,6241,576,4096,24,64,6500000,6500000,8500000,3500000,6500000,3148148,1223105,8500000,3500000,27.84,775.0656,2301.1209,2301.1209,47.97,47.97,3500000,37600000,7500000,186250000,3500000,97,36,92,0.37,0.1369,0.18489999999999998,0.4760999999999999,0.43,0.69,1.03,1.0609,1.5625,6.864400000000001,1.25,2.62,9,9,2,20,400,100,484,10,22,2,4,4,9,2,3,15.687312734865866,15.687312734865866,15.687312734865866
LAD,LAD,LAD,6.1,6.1,6.1,10,11,2019,9,3,49,2401,64,1296,8,36,3,4,7,31,961,9,361,26,676,4,256,2,16,3,19,2.8181818181818183,7.942148760330579,1.6530612244897962,7.192148760330578,1.2857142857142858,2.6818181818181817,0.047649989170457006,0.00227052146794467,0.006049382716049383,0.002049145624820065,0.07777777777777778,0.04526748971193416,0.13428633311674248,0.018032819261940728,0.010000000000000002,0.014737760165286457,0.1,0.12139917695473251,4.56,20.793599999999998,3.24,21.715600000000002,1.8,4.66,31,32,33,Los Angeles Dodgers,BOS,Los Angeles Dodgers,Los Angeles Dodgers,51.3,2631.6899999999996,100.0,2916.0,10.0,54.0,55,3025,144,3600,0,0,1,1,1,1,12,60,161,59,162,Joe Kelly,4,16,0,0,0,0,25,25,25,174,174,174,33,34,35,RP,RP,RP,0.6521739130434783,0.711864406779661,0.654320987654321,1,1,0,4,0,2,UFA,62,3844,81,3481,9,59,3000000,3000000,8500000,8500000,3000000,3148148,8500000,8500000,8500000,8.68,75.3424,0.0,0.0,0.0,0.0,25000000,85000000,15813500,160320500,8333333,105,42,106,-0.53,0.28090000000000004,0.04000000000000001,0.8464,0.2,0.92,1.38,1.9043999999999996,2.25,6.1504,1.5,2.48,6,7,7,22,484,49,484,7,22,5,25,0,4,0,2,14.914122846632385,14.914122846632385,14.914122846632385
CHC,CHC,STL,6.4,6.4,6.4,10,11,2021,9,1,205,42025,4096,49729,64,223,5,4,2,101,10201,1225,14161,85,7225,1225,11881,35,109,35,119,3.173076923076923,10.068417159763312,6.103806228373703,3.4122299382716053,2.4705882352941178,1.8472222222222223,0.033650423865916004,0.0011323510263558094,0.0009588554782499064,0.001563825204415167,0.030965391621129327,0.03954522985664854,0.10677538342069501,0.01140098250463643,0.005852668040252023,0.005336131180729145,0.07650273224043716,0.07304882737408688,4.46,19.8916,26.625600000000002,97.41689999999998,5.16,9.87,35,36,36,Chicago Cubs,CHC,Chicago Cubs,St. Louis Cardinals,171.7,29480.889999999996,3721.0,40925.29000000001,61.0,202.3,32,1024,144,1764,31,961,144,1600,12,40,12,42,162,58,161,Jon Lester,10,100,9,81,3,9,17,17,23,240,240,240,20,21,31,SP,SP,SP,0.5185185185185185,0.5517241379310345,0.5527950310559007,0,0,0,0,0,0,UFA,165,27225,1764,17689,42,133,27500000,22500000,15000000,2000000,27500000,10555556,698945,20000000,2000000,19.26,370.9476000000001,129.7321,872.6116,11.39,29.54,5000000,49325000,2650000,17000000,5000000,84,32,89,1.26,1.5876000000000001,0.0484,0.5625,-0.22,-0.75,1.5,2.25,1.7689000000000001,8.0656,1.33,2.84,3,3,11,52,2704,289,5184,17,72,13,169,9,100,3,10,17.1296965626368,16.929025867174648,17.1296965626368
NYY,NYY,CHC,6.2,6.2,6.2,10,11,2021,9,1,43,1849,625,625,25,25,5,2,10,32,1024,169,169,29,841,144,144,12,12,13,13,4.181818181818182,17.48760330578512,1.6198347107438016,1.6198347107438016,1.2727272727272727,1.2727272727272727,0.02959375840731773,0.0008757905366706888,0.003172348447607355,0.003172348447607355,0.05632360471070149,0.05632360471070149,0.12375571697605596,0.015315477484257666,0.0051386801300086086,0.0051386801300086086,0.07168458781362008,0.07168458781362008,6.32,39.942400000000006,24.900100000000002,24.900100000000002,4.99,4.99,26,27,27,New York Yankees,NYY,New York Yankees,Chicago Cubs,41.3,1705.6899999999998,470.89,470.89,21.7,21.7,34,1156,361,361,1,1,0,0,0,0,19,19,162,60,162,Jonathan Holder,2,4,0,0,0,0,40,40,17,232,232,232,55,56,21,RP,RP,RP,0.6358024691358025,0.55,0.4382716049382716,0,0,0,0,0,0,UFA,46,2116,196,196,14,14,580300,580300,750000,750000,474240,277778,750000,750000,750000,0.0,0.0,1173.0625,1173.0625,34.25,34.25,750000,124555000,336500000,24500000,750000,103,33,71,-0.92,0.8464,0.016900000000000002,0.016900000000000002,0.13,0.13,1.31,1.7161000000000002,2.7556,2.7556,1.66,1.66,27,27,3,11,121,121,121,11,11,5,25,9,9,3,3,13.2713004901787,13.2713004901787,13.069468801649805
MIL,TEX,TEX,6.5,6.5,6.5,10,11,2020,9,2,131,17161,4489,68121,67,261,5,4,4,72,5184,2401,23409,65,4225,2025,21904,45,148,49,153,2.6545454545454548,7.046611570247935,2.449905482041588,5.307482775196282,1.565217391304348,2.3037974683544302,0.04334121355397951,0.0018784607923316573,0.0019616387270351525,0.0013636747535507492,0.04429039091084151,0.03692796709203946,0.11505122143420016,0.013236783553501358,0.004805829471148501,0.007237680265440636,0.06932409012131714,0.08507455709811622,4.15,17.222500000000004,49.28039999999999,148.1089,7.02,12.17,28,29,30,Milwaukee Brewers,MIL,Texas Rangers,Texas Rangers,141.0,19881.0,3329.2900000000004,56501.28999999999,57.7,237.7,28,784,144,1936,28,784,81,1521,9,39,12,44,161,59,162,Jordan Lyles,8,64,36,361,6,19,1,2,2,230,230,230,6,8,8,SP,SP,SP,0.5527950310559007,0.3728813559322034,0.3703703703703703,0,0,0,0,0,0,UFA,146,21316,1296,33124,36,182,2050000,2050000,8000000,8000000,694386,2592593,8000000,8000000,8000000,50.14,2514.0196,31.6969,447.7456,5.63,21.16,16000000,31900000,55750000,5865500,8000000,89,22,60,0.11,0.0121,1.2321000000000002,1.5625,-1.11,-1.25,1.32,1.7424000000000002,2.4336,8.7025,1.56,2.95,0,0,0,55,3025,529,6241,23,79,12,144,1,121,1,11,14.53335035111459,14.53335035111459,13.450783280834713
MIA,MIA,DET,6.2,6.2,6.2,10,11,2021,9,1,99,9801,484,19881,22,141,2,6,5,53,2809,225,7225,49,2401,196,6241,14,79,15,85,2.3846153846153846,5.686390532544379,1.3313609467455618,2.222809917355372,1.1538461538461537,1.490909090909091,0.03410730683457956,0.0011633083795081578,0.0038431721952631647,0.0024288292801993806,0.0619933237958989,0.0492831541218638,0.08133280860553588,0.006615025755664731,0.005116649372391787,0.005398825811590293,0.07153075822603719,0.07347670250896057,5.21,27.144099999999998,29.160000000000004,125.66410000000002,5.4,11.21,27,28,29,Miami Marlins,MIA,Miami Marlins,Detroit Tigers,84.7,7174.09,542.89,15376.0,23.3,124.0,25,625,25,961,13,169,25,529,5,23,5,31,162,60,162,Jose Urena,10,100,9,121,3,11,2,2,11,208,208,208,2,3,16,RP,SP,SP,0.3518518518518518,0.5166666666666667,0.4753086419753086,3,9,0,0,0,0,UFA,62,3844,225,6724,15,82,3200000,3200000,3750000,3250000,3200000,1388889,3450000,3750000,3450000,0.0,0.0,0.0,59.4441,0.0,7.71,3250000,4500000,25350000,21500000,3250000,57,31,77,-0.17,0.028900000000000006,0.0361,0.10890000000000001,0.19,-0.33,1.48,2.1904,2.25,9.610000000000001,1.5,3.1,2,2,4,26,676,169,3025,13,55,4,16,0,16,0,4,14.978661367769956,14.978661367769956,14.978661367769956
ATL,ATL,ATL,6.1,6.1,6.1,10,11,2021,9,1,82,6724,1600,11881,40,109,6,7,6,35,1225,484,3364,33,1089,441,3249,21,57,22,58,7.285714285714286,53.08163265306122,20.25,31.53254437869822,4.5,5.615384615384615,0.009808042594927843,9.619769954391889e-05,0.0005013187424513342,0.0002634035794831991,0.022390148334732716,0.016229712858926344,0.07145859604876,0.005106330949259857,0.010151704534639518,0.00830578505956194,0.10075566750629722,0.09113607990012484,3.74,13.987600000000002,22.752899999999997,128.5956,4.77,11.34,34,35,36,Atlanta Braves,ATL,Atlanta Braves,Atlanta Braves,79.3,6288.49,1576.0900000000001,7921.0,39.7,89.0,51,2601,289,2809,1,1,25,25,5,5,17,53,161,60,161,Josh Tomlin,1,1,4,4,2,2,18,18,18,190,190,190,25,26,27,RP,RP,RP,0.6024844720496895,0.5833333333333334,0.546583850931677,2,4,0,0,0,0,UFA,51,2601,1296,5329,36,73,1000000,1000000,1000000,1000000,1000000,370370,1000000,1000000,1000000,65.94,4348.0836,0.0,0.0,0.0,0.0,1250000,52210000,95750000,94240000,1250000,97,35,88,1.06,1.1236000000000002,0.24009999999999998,0.0625,0.49,-0.25,1.12,1.2544000000000002,1.4641,7.3441,1.21,2.71,3,3,4,7,49,64,169,8,13,2,4,4,36,2,6,13.815510557964274,13.815510557964274,13.815510557964274
NYM,NYM,CIN,6.2,6.2,6.2,10,11,2021,9,2,33,1089,324,2500,18,50,6,5,1,12,144,100,1024,11,121,64,784,8,28,10,32,2.3157894736842106,5.362880886426593,6.530864197530863,4.3264000000000005,2.5555555555555554,2.08,0.05413105413105413,0.0029301710213391124,0.0025767218944059375,0.002675755501706511,0.05076142131979696,0.051727705358990274,0.12535612535612536,0.015714158164300617,0.016828220767169638,0.011576388602583051,0.12972363226170333,0.10759362714669977,2.54,6.4516,13.395600000000002,80.10249999999999,3.66,8.95,31,32,32,New York Mets,NYM,New York Mets,Cincinnati Reds,39.0,1521.0,388.09,2883.6900000000005,19.7,53.7,45,2025,529,4225,0,0,0,0,0,0,23,65,161,60,163,Justin Wilson,2,4,1,4,1,2,5,5,10,205,205,205,9,9,16,RP,RP,RP,0.5279503105590062,0.4333333333333333,0.50920245398773,4,16,0,0,0,0,UFA,44,1936,529,2704,23,52,5000000,5000000,5000000,2850000,5000000,1944852,1011318,5093000,2850000,0.0,0.0,2218.4100000000003,2218.4100000000003,47.1,47.1,5150000,79000000,26300000,1500000,2575000,85,26,83,1.25,1.5625,0.04000000000000001,0.10890000000000001,0.2,-0.33,1.33,1.7689000000000001,1.8769000000000002,7.728399999999999,1.37,2.78,2,2,5,19,361,81,625,9,25,4,16,4,9,2,3,15.424948470398375,15.424948470398375,15.424948470398375
TOR,TOR,SEA,6.3,6.3,6.3,10,11,2021,9,2,36,1296,16,16,4,4,5,3,4,11,121,16,16,11,121,16,16,4,4,4,4,4.882352941176471,23.837370242214536,2.25,2.25,1.5,1.5,0.03563941299790356,0.0012701677588351373,0.014428843257672084,0.014428843257672084,0.1201201201201201,0.1201201201201201,0.1740041928721174,0.030277459137077033,0.03246489732976218,0.03246489732976218,0.18018018018018014,0.18018018018018014,1.87,3.4969000000000006,96.4324,96.4324,9.82,9.82,28,29,29,Toronto Blue Jays,TOR,Toronto Blue Jays,Seattle Mariners,53.0,2809.0,13.690000000000001,13.690000000000001,3.7,3.7,55,3025,16,16,0,0,0,0,0,0,4,4,161,61,162,Ken Giles,3,9,0,0,0,0,2,2,0,210,210,210,7,8,4,RP,RP,RP,0.4099378881987577,0.5245901639344263,0.5555555555555556,23,529,1,1,1,1,UFA,83,6889,36,36,6,6,6300000,6300000,9600000,1000000,6300000,3555556,1275000,9600000,1275000,91.79,8425.404100000002,0.0,0.0,0.0,0.0,7000000,15500000,108000000,16300000,3500000,66,32,90,2.44,5.9536,0.0225,0.0225,-0.15,-0.15,1.0,1.0,4.752400000000001,4.752400000000001,2.18,2.18,2,2,0,17,289,16,16,4,4,2,4,0,0,0,0,15.65606019136176,15.65606019136176,15.65606019136176
LAD,LAD,LAD,6.5,6.5,6.5,10,11,2017,9,5,51,2601,361,3025,19,55,3,4,7,28,784,121,1024,26,676,81,676,9,26,11,32,5.0,25.0,13.444444444444443,6.993086419753086,3.6666666666666665,2.6444444444444444,0.02821869488536155,0.0007962947410331302,0.0016935087808430287,0.00287194898499579,0.0411522633744856,0.05359056806002144,0.14109347442680775,0.019907368525828254,0.022768284720222937,0.020083787445197718,0.15089163237311384,0.14171727998094558,3.71,13.7641,11.0889,30.8025,3.33,5.55,31,32,33,Los Angeles Dodgers,LAD,Los Angeles Dodgers,Los Angeles Dodgers,63.0,3969.0,590.49,8704.89,24.3,93.3,62,3844,729,9216,0,0,0,0,0,0,27,96,161,59,162,Kenley Jansen,3,9,1,25,1,5,25,25,25,265,265,265,33,34,35,RP/CL,RP/CL,RP/CL,0.6521739130434783,0.711864406779661,0.654320987654321,34,1156,121,2401,11,49,UFA,80,6400,1089,14161,33,119,19333334,18000000,18000000,20000000,19333334,6666667,20000000,18000000,20000000,26.3,691.69,255.04090000000002,7019.088400000001,15.97,83.78,80000000,85000000,15813500,160320500,16000000,105,42,106,0.17,0.028900000000000006,0.0961,6.760000000000001,0.31,2.6,1.06,1.1236000000000002,1.3224999999999998,4.7961,1.15,2.19,6,7,7,16,256,81,2025,9,45,5,25,9,49,3,7,16.77734131432534,16.70588231586044,16.77734131432534
PIT,PIT,SD,6.1,6.1,6.1,10,11,2021,9,1,19,361,9,196,3,14,2,3,4,7,49,1,81,7,49,1,49,1,7,1,9,3.0,9.0,9.0,16.0,3.0,4.0,0.0411522633744856,0.0016935087808430287,0.0030864197530864196,0.0012246938074123063,0.05555555555555555,0.03499562554680665,0.12345679012345678,0.015241579027587257,0.027777777777777776,0.0195951009185969,0.16666666666666666,0.1399825021872266,2.12,4.494400000000001,20.25,91.3936,4.5,9.56,26,27,27,Pittsburgh Pirates,PIT,Pittsburgh Pirates,San Diego Padres,29.7,882.0899999999999,4.0,161.29,2.0,12.7,32,1024,9,225,0,0,0,0,0,0,3,15,162,59,162,Keone Kela,0,0,0,4,0,2,9,9,2,220,220,220,17,17,6,RP,RP,RP,0.4259259259259259,0.3220338983050847,0.4876543209876543,1,1,0,0,0,0,UFA,33,1089,9,256,3,16,3175000,3175000,3725000,1200000,3175000,1379630,1200000,3725000,1200000,0.0,0.0,0.0,0.0,0.0,0.0,1200000,4800000,3900000,25200000,1200000,69,19,79,1.18,1.3923999999999999,0.0,0.0841,0.0,-0.29,1.01,1.0201,4.0,10.956100000000001,2.0,3.31,5,5,0,11,121,1,16,1,4,2,4,0,4,0,2,14.970818190308929,14.970818190308929,14.970818190308929
MIN,TEX,PHI,6.6,6.6,6.6,10,11,2020,9,3,175,30625,5329,53361,73,231,4,4,6,99,9801,1936,14884,86,7396,1600,13225,40,115,44,122,2.857142857142857,8.16326530612245,3.7377777777777776,5.134563150746946,1.9333333333333333,2.265957446808511,0.03888888888888889,0.0015123456790123457,0.002453168401915336,0.001755198064457519,0.049529470034670633,0.041895084013014214,0.1111111111111111,0.012345679012345678,0.009169398337825768,0.009012175304025937,0.09575697540036322,0.09493247760395773,4.84,23.4256,28.622499999999995,82.0836,5.35,9.06,31,32,32,Minnesota Twins,MIN,Texas Rangers,Philadelphia Phillies,160.0,25600.0,4529.29,62150.490000000005,67.3,249.3,34,1156,144,1849,29,841,144,1764,12,42,12,43,162,59,162,Kyle Gibson,7,49,36,225,6,15,6,2,7,215,215,215,16,8,14,SP,SP,SP,0.6234567901234568,0.3728813559322034,0.5061728395061729,0,0,0,0,0,0,UFA,160,25600,3364,45369,58,213,8125000,8125000,11000000,10000000,8125000,4629630,11500000,11555555,11500000,28.95,838.1025,823.6899999999999,10681.222499999998,28.7,103.35,28000000,46800000,55750000,158800000,9333333,101,22,82,0.29,0.0841,0.0004,9.672099999999999,-0.02,3.11,1.44,2.0736,2.3409,7.5625,1.53,2.75,3,0,2,56,3136,900,8836,30,94,13,169,4,144,2,12,15.910456286180075,15.910456286180075,15.910456286180075
TEX,TEX,CHW,6.5,6.5,6.5,10,11,2019,9,3,195,38025,4096,34969,64,187,6,4,2,89,7921,1156,7396,85,7225,961,6084,31,78,34,86,4.169491525423729,17.384659580580298,12.6736,14.331632653061224,3.56,3.7857142857142856,0.031471702139008906,0.0009904680355264978,0.0010935444136502335,0.0010415424521012695,0.03306878306878307,0.03227293683725219,0.1312209953592575,0.017218949623074277,0.013859144480837601,0.014927003816084007,0.11772486772486772,0.12217611802674043,3.67,13.4689,11.0224,36.1201,3.32,6.01,32,33,34,Texas Rangers,NYY,Texas Rangers,Chicago White Sox,208.3,43388.89000000001,7056.0,58081.0,84.0,241.0,33,1089,169,1681,33,1089,169,1681,13,41,13,41,162,59,162,Lance Lynn,11,121,9,81,3,9,2,2,6,270,270,270,8,8,11,SP,SP,SP,0.4814814814814814,0.3728813559322034,0.5740740740740741,0,0,0,0,0,0,UFA,246,60516,7921,70225,89,265,9333333,8000000,10000000,8000000,9333333,5037037,9333334,11333333,9333334,94.84,8994.625600000001,5176.802500000001,27139.267600000003,71.95,164.74,30000000,47250000,55750000,57000000,10000000,78,22,93,7.61,57.9121,5.017600000000001,58.52250000000001,2.24,7.65,1.22,1.4884,1.1236000000000002,4.536899999999999,1.06,2.13,0,0,3,59,3481,625,4900,25,70,16,256,36,289,6,17,16.049102743757082,15.89495209964411,16.049102743757082
SF,ARI,ARI,6.4,6.4,6.4,10,11,2020,9,5,191,36481,2209,32761,47,181,2,4,5,99,9801,961,12769,90,8100,900,11236,30,106,31,113,4.72093023255814,22.287182260681455,5.325443786982247,8.770710059171599,2.3076923076923075,2.9615384615384617,0.023003263253624354,0.0005291501203155445,0.0011998572382878846,0.000944508715747587,0.034638955502264854,0.030732860520094562,0.10859680094152892,0.011793265174734056,0.006389772274905893,0.00828401209418261,0.07993605115907274,0.09101654846335698,3.9,15.209999999999999,41.99040000000001,124.3225,6.48,11.15,29,30,31,San Francisco Giants,SF,Arizona Diamondbacks,Arizona Diamondbacks,207.7,43139.28999999999,1738.8900000000003,35344.0,41.7,188.0,37,1369,81,1369,34,1156,81,1225,9,35,9,37,161,60,163,Madison Bumgarner,9,81,16,196,4,14,23,1,1,257,257,257,26,6,6,SP,SP,SP,0.4782608695652174,0.4166666666666667,0.3251533742331288,0,0,0,0,0,0,UFA,203,41209,900,23716,30,154,12000000,12000000,6000000,19000000,12000000,2222222,14000000,6000000,19000000,72.95,5321.7025,24.900100000000002,1023.3600999999999,4.99,31.99,85000000,8500000,24650000,8500000,17000000,77,25,53,2.51,6.300099999999999,0.1024,1.1881000000000002,-0.32,1.09,1.13,1.2768999999999997,2.0736,6.864400000000001,1.44,2.62,8,1,1,43,1849,169,2704,13,52,9,81,1,64,1,8,16.300417207752275,16.300417207752275,16.300417207752275
