Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2,Agente libre
Harrison Bader,CF,103,0.636,367,98,16,50,0.267,0.785,STL,2000000,2000000,2000000,10609,0.404496,134689,9604,256,2500,0.071289,0.616225,No
Willson Contreras,C,128,0.79,413,98,21,57,0.237,0.778,CHC,6650000,6650000,6650000,16384,0.6241000000000001,170569,9604,441,3249,0.056169,0.605284,No
Anthony Santander,RF,110,0.679,406,98,18,50,0.241,0.72,BAL,2100000,2100000,2100000,12100,0.4610410000000001,164836,9604,324,2500,0.058080999999999994,0.5184,No
Andrew Vaughn,LF,127,0.784,417,98,15,48,0.235,0.705,CHW,570500,570500,570500,16129,0.6146560000000001,173889,9604,225,2304,0.055224999999999996,0.49702499999999994,No
Nick Ahmed,SS,129,0.796,434,96,5,38,0.221,0.619,ARI,7500000,8125000,8125000,16641,0.6336160000000001,188356,9216,25,1444,0.048841,0.383161,No
Rhys Hoskins,1B,107,0.661,389,96,27,71,0.247,0.864,PHI,4800000,4800000,4800000,11449,0.43692100000000006,151321,9216,729,5041,0.061009,0.7464959999999999,No
Jeff McNeil,2B,120,0.741,386,96,7,35,0.249,0.674,NYM,642251,642251,642251,14400,0.549081,148996,9216,49,1225,0.062001,0.45427600000000007,No
Brandon Nimmo,CF,92,0.568,325,95,8,28,0.292,0.838,NYM,4700000,4700000,4700000,8464,0.32262399999999997,105625,9025,64,784,0.08526399999999999,0.702244,No
Alex Bregman,3B,91,0.562,348,94,12,55,0.27,0.777,HOU,11000000,12666666,12666666,8281,0.31584400000000007,121104,8836,144,3025,0.0729,0.6037290000000001,No
Michael Conforto,RF,125,0.772,406,94,14,55,0.232,0.729,NYM,12250000,12250000,12250000,15625,0.5959840000000001,164836,8836,196,3025,0.053824000000000004,0.5314409999999999,No
Pedro Severino,C,113,0.698,379,94,11,46,0.248,0.69,BAL,1825000,1825000,1825000,12769,0.4872039999999999,143641,8836,121,2116,0.061503999999999996,0.4760999999999999,No
Alec Bohm,3B,115,0.71,380,94,7,47,0.247,0.647,PHI,575000,575000,460559,13225,0.5041,144400,8836,49,2209,0.061009,0.418609,No
Ke'Bryan Hayes,3B,96,0.593,362,93,6,38,0.257,0.689,PIT,589500,589500,589500,9216,0.351649,131044,8649,36,1444,0.066049,0.47472099999999995,No
Luis Robert,CF,68,0.42,275,93,13,43,0.338,0.946,CHW,3500000,3500000,3500000,4624,0.17639999999999997,75625,8649,169,1849,0.11424400000000001,0.8949159999999999,No
Alcides Escobar,SS,75,0.463,319,92,4,28,0.288,0.744,WSH,570500,570500,282164,5625,0.21436900000000003,101761,8464,16,784,0.08294399999999999,0.553536,No
Andrelton Simmons,SS,131,0.809,412,92,3,31,0.223,0.558,MIN,10500000,10500000,10500000,17161,0.6544810000000001,169744,8464,9,961,0.049729,0.3113640000000001,Si
Tony Kemp,2B,131,0.809,330,92,8,37,0.279,0.8,OAK,1050000,1050000,1050000,17161,0.6544810000000001,108900,8464,64,1369,0.07784100000000002,0.6400000000000001,No
Jacob Stallings,C,112,0.691,374,92,8,53,0.246,0.704,PIT,1300000,1300000,1300000,12544,0.47748099999999993,139876,8464,64,2809,0.060516,0.49561599999999995,No
Corey Dickerson,LF,109,0.673,336,91,6,29,0.271,0.734,TOR,9500000,9500000,2250000,11881,0.4529290000000001,112896,8281,36,841,0.073441,0.538756,No
Willi Castro,SS,125,0.772,413,91,9,38,0.22,0.624,DET,578500,578500,559800,15625,0.5959840000000001,170569,8281,81,1444,0.0484,0.389376,No
Philip Gosselin,2B,104,0.642,345,90,7,47,0.261,0.676,LAA,570500,570500,466184,10816,0.41216400000000003,119025,8100,49,2209,0.068121,0.45697600000000005,No
Kevin Kiermaier,CF,122,0.753,348,90,4,37,0.259,0.716,TB,11500000,11666666,11666666,14884,0.567009,121104,8100,16,1369,0.067081,0.512656,No
Max Kepler,RF,121,0.747,426,90,19,54,0.211,0.719,MIN,6500000,6500000,6500000,14641,0.558009,181476,8100,361,2916,0.044521,0.516961,No
Brandon Belt,1B,97,0.599,325,89,29,59,0.274,0.975,SF,16000000,17200000,17200000,9409,0.358801,105625,7921,841,3481,0.07507600000000002,0.9506249999999999,No
Harold Castro,3B,106,0.654,315,89,3,37,0.283,0.669,DET,581700,581700,581700,11236,0.42771600000000004,99225,7921,9,1369,0.08008899999999998,0.44756100000000004,No
Yan Gomes,C,103,0.636,349,88,14,52,0.252,0.723,OAK,6000000,6000000,2096770,10609,0.404496,121801,7744,196,2704,0.063504,0.522729,No
James McCann,C,121,0.747,375,87,10,46,0.232,0.643,NYM,8000000,8150000,8150000,14641,0.558009,140625,7569,100,2116,0.053824000000000004,0.413449,Si
Brett Gardner,LF,140,0.864,387,86,10,39,0.222,0.689,NYY,1850000,2850000,2850000,19600,0.7464959999999999,149769,7396,100,1521,0.049284,0.47472099999999995,Si
Freddy Galvis,SS,104,0.642,356,86,14,40,0.242,0.709,PHI,1500000,1500000,524225,10816,0.41216400000000003,126736,7396,196,1600,0.058564,0.5026809999999999,Si
Donovan Solano,2B,101,0.624,307,86,7,31,0.28,0.748,SF,3250000,3250000,3250000,10201,0.389376,94249,7396,49,961,0.07840000000000001,0.559504,No
Rafael Ortega,LF,103,0.636,296,86,11,33,0.291,0.823,CHC,570500,570500,398710,10609,0.404496,87616,7396,121,1089,0.08468099999999999,0.677329,No
Tucker Barnhart,C,116,0.716,348,86,7,48,0.247,0.685,CIN,3750000,4187500,4187500,13456,0.512656,121104,7396,49,2304,0.061009,0.46922500000000006,No
Sean Murphy,C,119,0.735,393,85,17,59,0.216,0.71,OAK,575500,575500,575500,14161,0.540225,154449,7225,289,3481,0.046655999999999996,0.5041,No
Yonathan Daza,RF,108,0.671,301,85,2,30,0.282,0.688,COL,572500,572500,572500,11664,0.45024100000000006,90601,7225,4,900,0.07952399999999998,0.47334399999999993,No
LaMonte Wade,CF,109,0.673,336,85,18,56,0.253,0.808,SF,570500,570500,414045,11881,0.4529290000000001,112896,7225,324,3136,0.064009,0.6528640000000001,No
Ben Gamel,CF,122,0.753,340,84,8,26,0.247,0.735,PIT,1500000,1500000,1177490,14884,0.567009,115600,7056,64,676,0.061009,0.540225,No
Luis Torrens,C,108,0.667,346,84,15,47,0.243,0.73,SEA,580700,580700,502642,11664,0.44488900000000003,119716,7056,225,2209,0.059049,0.5328999999999999,No
Ramon Laureano,CF,88,0.543,341,84,14,39,0.246,0.76,OAK,580500,580500,580500,7744,0.294849,116281,7056,196,1521,0.060516,0.5776,No
Ronald Acuna Jr.,RF,82,0.509,297,84,24,52,0.283,0.99,ATL,5000000,5000000,5000000,6724,0.259081,88209,7056,576,2704,0.08008899999999998,0.9801,No
Matt Duffy,3B,97,0.599,289,83,5,30,0.287,0.738,CHC,1000000,1000000,1000000,9409,0.358801,83521,6889,25,900,0.08236899999999998,0.544644,No
Elias Diaz,C,107,0.665,338,83,18,44,0.246,0.774,COL,1200000,1300000,1300000,11449,0.44222500000000003,114244,6889,324,1936,0.060516,0.599076,No
Colin Moran,1B,99,0.611,318,82,10,50,0.258,0.724,PIT,2800000,2800000,2800000,9801,0.37332099999999996,101124,6724,100,2500,0.066564,0.524176,No
Gavin Lux,SS,102,0.63,335,81,7,46,0.242,0.692,LAD,580500,580500,533691,10404,0.39690000000000003,112225,6561,49,2116,0.058564,0.47886399999999996,No
Wander Franco,SS,70,0.432,281,81,7,39,0.288,0.81,TB,570500,570500,315901,4900,0.18662399999999998,78961,6561,49,1521,0.08294399999999999,0.6561000000000001,No
Eric Haase,C,98,0.605,351,81,22,61,0.231,0.745,DET,570500,570500,441648,9604,0.366025,123201,6561,484,3721,0.053361000000000006,0.555025,No
Jurickson Profar,LF,137,0.846,353,80,4,33,0.227,0.649,SD,3500000,4333333,4333333,18769,0.7157159999999999,124609,6400,16,1089,0.051529000000000005,0.42120100000000005,Si
Abraham Toro-Hernandez,3B,95,0.586,335,80,11,46,0.239,0.688,SEA,570500,570500,208556,9025,0.343396,112225,6400,121,2116,0.057121,0.47334399999999993,No
George Springer,CF,78,0.482,299,79,22,50,0.264,0.907,TOR,22000000,23666666,23666666,6084,0.23232399999999997,89401,6241,484,2500,0.06969600000000001,0.8226490000000001,Si
Frank Schwindel,1B,64,0.395,242,79,14,43,0.326,0.962,CHC,570500,570500,202422,4096,0.15602500000000002,58564,6241,196,1849,0.10627600000000001,0.9254439999999999,No
Gary Sanchez,C,117,0.722,383,78,23,54,0.204,0.73,NYY,6350000,6350000,6350000,13689,0.521284,146689,6084,529,2916,0.04161599999999999,0.5328999999999999,No
Edmundo Sosa,SS,113,0.698,288,78,6,27,0.271,0.735,STL,575900,575900,575900,12769,0.4872039999999999,82944,6084,36,729,0.073441,0.540225,No
Patrick Wisdom,3B,106,0.654,338,78,28,61,0.231,0.823,CHC,570500,570500,401777,11236,0.42771600000000004,114244,6084,784,3721,0.053361000000000006,0.677329,No
Didi Gregorius,SS,103,0.636,368,77,13,54,0.209,0.639,PHI,12000000,12750000,12750000,10609,0.404496,135424,5929,169,2916,0.043681,0.408321,Si
Ronald Torreyes,2B,112,0.691,318,77,7,41,0.242,0.632,PHI,800000,800000,800000,12544,0.47748099999999993,101124,5929,49,1681,0.058564,0.399424,No
Aledmys Diaz,SS,84,0.519,294,76,8,45,0.259,0.721,HOU,3000000,3000000,3000000,7056,0.269361,86436,5776,64,2025,0.067081,0.519841,No
Brad Miller,2B,140,0.864,331,75,20,49,0.227,0.774,PHI,3500000,3500000,3500000,19600,0.7464959999999999,109561,5625,400,2401,0.051529000000000005,0.599076,Si
Kevin Pillar,CF,124,0.765,325,75,15,47,0.231,0.692,NYM,3600000,3600000,3600000,15376,0.585225,105625,5625,225,2209,0.053361000000000006,0.47886399999999996,Si
Juan Lagares,CF,112,0.691,309,73,6,38,0.236,0.638,LAA,1250000,1250000,1216320,12544,0.47748099999999993,95481,5329,36,1444,0.055695999999999996,0.407044,No
Carson Kelly,C,98,0.605,304,73,13,46,0.24,0.755,ARI,1700000,1700000,1700000,9604,0.366025,92416,5329,169,2116,0.0576,0.570025,No
Ramon Urias,2B,85,0.525,262,73,7,38,0.279,0.774,BAL,571500,571500,454804,7225,0.275625,68644,5329,49,1444,0.07784100000000002,0.599076,No
Chas McCormick,OF,108,0.667,284,73,14,50,0.257,0.766,HOU,570500,570500,570500,11664,0.44488900000000003,80656,5329,196,2500,0.066049,0.586756,No
Mike Zunino,C,109,0.673,333,72,33,62,0.216,0.86,TB,2000000,2000000,2000000,11881,0.4529290000000001,110889,5184,1089,3844,0.046655999999999996,0.7395999999999999,Si
Jorge Alfaro,C,92,0.568,295,72,4,30,0.244,0.625,MIA,2050000,2050000,2050000,8464,0.32262399999999997,87025,5184,16,900,0.059536,0.390625,No
Byron Buxton,CF,61,0.377,235,72,19,32,0.306,1.005,MIN,5125000,5125000,5125000,3721,0.142129,55225,5184,361,1024,0.093636,1.0100249999999997,No
Yadiel Hernandez,OF,112,0.691,264,72,9,32,0.273,0.742,WSH,572600,572600,686394,12544,0.47748099999999993,69696,5184,81,1024,0.07452900000000001,0.5505639999999999,No
Victor Caratini,C,116,0.716,313,72,7,39,0.23,0.638,SD,1300000,1300000,1300000,13456,0.512656,97969,5184,49,1521,0.0529,0.407044,No
Rowdy Tellez,1B,106,0.654,297,72,11,36,0.242,0.719,MIL,598100,598100,286224,11236,0.42771600000000004,88209,5184,121,1296,0.058564,0.516961,No
Asdrubal Cabrera,2B,110,0.679,309,71,7,42,0.23,0.681,CIN,1750000,1750000,348133,12100,0.4610410000000001,95481,5041,49,1764,0.0529,0.4637610000000001,Si
Darin Ruf,1B,117,0.722,262,71,16,43,0.271,0.904,SF,1275000,1275000,1275000,13689,0.521284,68644,5041,256,1849,0.073441,0.817216,No
Paul DeJong,SS,113,0.698,356,70,19,45,0.197,0.674,STL,4000000,4166666,4166666,12769,0.4872039999999999,126736,4900,361,2025,0.038809,0.45427600000000007,No
Andy Ibanez,2B,76,0.469,253,70,7,25,0.277,0.756,TEX,570500,570500,371107,5776,0.21996099999999996,64009,4900,49,625,0.07672900000000002,0.571536,No
Daulton Varsho,CF,95,0.586,284,70,11,38,0.247,0.755,ARI,570500,570500,401777,9025,0.343396,80656,4900,121,1444,0.061009,0.570025,No
Jason Heyward,RF,104,0.642,323,69,8,30,0.214,0.627,CHC,21000000,23500000,23500000,10816,0.41216400000000003,104329,4761,64,900,0.045795999999999996,0.393129,No
Santiago Espinal,SS,92,0.568,222,69,2,17,0.311,0.781,TOR,570500,570500,506055,8464,0.32262399999999997,49284,4761,4,289,0.096721,0.6099610000000001,No
Steven Duggar,CF,107,0.661,268,69,8,35,0.258,0.767,SF,570500,570500,404844,11449,0.43692100000000006,71824,4761,64,1225,0.066564,0.5882890000000001,No
Max Stassi,C,87,0.537,282,68,13,35,0.241,0.752,LAA,1600000,1600000,1600000,7569,0.28836900000000004,79524,4624,169,1225,0.058080999999999994,0.565504,No
Jose Trevino,C,89,0.549,285,68,5,30,0.239,0.607,TEX,584000,584000,584000,7921,0.30140100000000003,81225,4624,25,900,0.057121,0.36844899999999997,No
Justin Upton,LF,90,0.556,318,67,17,41,0.211,0.705,LAA,23000000,23000000,23000000,8100,0.3091360000000001,101124,4489,289,1681,0.044521,0.49702499999999994,No
Yasmani Grandal,C,93,0.574,279,67,23,62,0.24,0.939,CHW,18250000,18250000,18250000,8649,0.32947599999999994,77841,4489,529,3844,0.0576,0.8817209999999999,No
Guillermo Heredia,CF,120,0.745,305,67,5,26,0.22,0.665,ATL,1000000,1000000,1000000,14400,0.555025,93025,4489,25,676,0.0484,0.44222500000000003,No
Evan Longoria,3B,81,0.5,253,66,13,46,0.261,0.833,SF,18500000,18500000,16500000,6561,0.25,64009,4356,169,2116,0.068121,0.693889,No
Lorenzo Cain,CF,78,0.482,257,66,8,36,0.257,0.729,MIL,17000000,16000000,16000000,6084,0.23232399999999997,66049,4356,64,1296,0.066049,0.5314409999999999,No
Alex Dickerson,LF,111,0.685,283,66,13,38,0.233,0.725,SF,2100000,2100000,2100000,12321,0.46922500000000006,80089,4356,169,1444,0.054289000000000004,0.525625,No
Austin Slater,LF,129,0.796,274,66,12,32,0.241,0.744,SF,1150000,1150000,1150000,16641,0.6336160000000001,75076,4356,144,1024,0.058080999999999994,0.553536,No
Albert Pujols,DH,109,0.673,275,65,17,50,0.236,0.717,LAD,570500,570500,426313,11881,0.4529290000000001,75625,4225,289,2500,0.055695999999999996,0.5140889999999999,Si
Rougned Odor,2B,102,0.63,322,65,15,39,0.202,0.665,NYY,12000000,12333333,0,10404,0.39690000000000003,103684,4225,225,1521,0.04080400000000001,0.44222500000000003,No
Hanser Alberto,2B,103,0.636,241,65,2,24,0.27,0.693,KC,1650000,1650000,1650000,10609,0.404496,58081,4225,4,576,0.0729,0.4802489999999999,No
Willie Calhoun,DH,75,0.463,260,65,6,25,0.25,0.691,TEX,593000,593000,593000,5625,0.21436900000000003,67600,4225,36,625,0.0625,0.47748099999999993,No
Francisco Mejia,C,84,0.519,250,65,6,35,0.26,0.738,TB,586300,586300,586300,7056,0.269361,62500,4225,36,1225,0.06760000000000001,0.544644,No
Martin Maldonado,C,125,0.772,373,64,12,36,0.172,0.573,HOU,3500000,3500000,3500000,15625,0.5959840000000001,139129,4096,144,1296,0.029583999999999996,0.3283289999999999,No
Jace Peterson,2B,94,0.58,259,64,6,31,0.247,0.714,MIL,575000,575000,497651,8836,0.3364,67081,4096,36,961,0.061009,0.5097959999999999,No
Jackie Bradley Jr.,CF,134,0.827,387,63,6,29,0.163,0.497,MIL,6500000,6500000,6500000,17956,0.6839289999999999,149769,3969,36,841,0.026569000000000002,0.247009,Si
Kelvin Gutierrez,3B,85,0.525,272,63,3,20,0.232,0.608,BAL,570500,570500,168685,7225,0.275625,73984,3969,9,400,0.053824000000000004,0.369664,No
Ryan Zimmerman,1B,110,0.679,255,62,14,46,0.243,0.756,WSH,1000000,1000000,1000000,12100,0.4610410000000001,65025,3844,196,2116,0.059049,0.571536,Si
Niko Goodrum,2B,90,0.556,290,62,9,33,0.214,0.651,DET,2100000,2100000,2100000,8100,0.3091360000000001,84100,3844,81,1089,0.045795999999999996,0.42380100000000004,No
Lewis Brinson,CF,89,0.549,274,62,9,33,0.226,0.639,MIA,587500,587500,423306,7921,0.30140100000000003,75076,3844,81,1089,0.051076,0.408321,No
Garrett Cooper,RF,71,0.438,215,61,9,33,0.284,0.845,MIA,1900000,1900000,1900000,5041,0.191844,46225,3721,81,1089,0.08065599999999999,0.7140249999999999,No
Nick Madrigal,2B,54,0.333,200,61,2,21,0.305,0.774,CHC,584000,584000,204100,2916,0.11088900000000002,40000,3721,4,441,0.093025,0.599076,No
Jarred Kelenic,OF,93,0.574,337,61,14,43,0.181,0.615,SEA,570500,570500,318968,8649,0.32947599999999994,113569,3721,196,1849,0.032761,0.378225,No
Charlie Culberson,2B,91,0.562,247,60,5,22,0.243,0.676,TEX,1500000,1500000,1500000,8281,0.31584400000000007,61009,3600,25,484,0.059049,0.45697600000000005,No
Wilmer Difo,SS,116,0.716,219,60,4,24,0.274,0.726,PIT,1000000,1000000,849408,13456,0.512656,47961,3600,16,576,0.07507600000000002,0.527076,No
Brandon Marsh,OF,70,0.432,236,60,2,19,0.254,0.673,LAA,570500,570500,236159,4900,0.18662399999999998,55696,3600,4,361,0.064516,0.4529290000000001,No
Tyrone Taylor,CF,93,0.574,243,60,12,43,0.247,0.778,MIL,570500,570500,472318,8649,0.32947599999999994,59049,3600,144,1849,0.061009,0.605284,No
Dylan Moore,2B,126,0.778,332,60,12,43,0.181,0.61,SEA,590400,590400,590400,15876,0.605284,110224,3600,144,1849,0.032761,0.3721,No
Seth Brown,1B,111,0.685,281,60,20,48,0.214,0.754,OAK,570500,570500,539792,12321,0.46922500000000006,78961,3600,400,2304,0.045795999999999996,0.568516,No
Ji-Man Choi,1B,83,0.512,258,59,11,45,0.229,0.758,TB,2450000,2450000,2450000,6889,0.262144,66564,3481,121,2025,0.052441,0.574564,No
Jake Bauers,1B,115,0.71,282,59,4,19,0.209,0.566,SEA,600000,600000,370990,13225,0.5041,79524,3481,16,361,0.043681,0.3203559999999999,No
Bryan De La Cruz,OF,58,0.358,199,59,5,19,0.297,0.783,MIA,570500,570500,199355,3364,0.128164,39601,3481,25,361,0.088209,0.613089,No
Josh VanMeter,2B,112,0.691,274,58,6,36,0.212,0.651,ARI,583400,583400,495646,12544,0.47748099999999993,75076,3364,36,1296,0.044944,0.42380100000000004,No
Brian Anderson,3B,67,0.414,233,58,7,28,0.249,0.715,MIA,3800000,3800000,3800000,4489,0.171396,54289,3364,49,784,0.062001,0.5112249999999999,No
David Bote,2B,97,0.599,291,58,8,35,0.199,0.606,CHC,1000000,1010000,1010000,9409,0.358801,84681,3364,64,1225,0.039601000000000004,0.367236,No
Jack Mayfield,2B,87,0.537,266,58,10,39,0.218,0.663,LAA,570500,570500,272963,7569,0.28836900000000004,70756,3364,100,1521,0.047524,0.43956900000000004,No
Luis Garcia,SS,70,0.432,236,57,6,22,0.242,0.689,HOU,580100,580100,580100,4900,0.18662399999999998,55696,3249,36,484,0.058564,0.47472099999999995,No
Luis Garcia,SS,70,0.432,236,57,6,22,0.242,0.689,STL,570500,570500,263762,4900,0.18662399999999998,55696,3249,36,484,0.058564,0.47472099999999995,No
Luis Garcia,SS,70,0.432,236,57,6,22,0.242,0.689,WSH,570500,570500,303633,4900,0.18662399999999998,55696,3249,36,484,0.058564,0.47472099999999995,No
Luis Garcia,RP,30,0.185,6,0,0,0,0.0,0.0,HOU,580100,580100,580100,900,0.034225,36,0,0,0,0.0,0.0,No
Luis Garcia,RP,30,0.185,6,0,0,0,0.0,0.0,STL,570500,570500,263762,900,0.034225,36,0,0,0,0.0,0.0,No
Luis Garcia,RP,30,0.185,6,0,0,0,0.0,0.0,WSH,570500,570500,303633,900,0.034225,36,0,0,0,0.0,0.0,No
Tommy La Stella,2B,76,0.469,220,56,7,27,0.255,0.731,SF,2000000,2000000,2000000,5776,0.21996099999999996,48400,3136,49,729,0.065025,0.534361,Si
Tom Murphy,C,97,0.599,277,56,11,34,0.202,0.655,SEA,875000,875000,875000,9409,0.358801,76729,3136,121,1156,0.04080400000000001,0.42902500000000005,No
Cavan Biggio,2B,79,0.488,250,56,7,27,0.224,0.678,TOR,604000,604000,604000,6241,0.238144,62500,3136,49,729,0.050176000000000005,0.45968400000000004,No
Marwin Gonzalez,3B,91,0.562,276,55,5,28,0.199,0.579,HOU,570500,570500,85876,8281,0.31584400000000007,76176,3025,25,784,0.039601000000000004,0.33524099999999996,Si
D.J. Stewart,LF,100,0.617,270,55,12,33,0.204,0.698,BAL,577000,577000,577000,10000,0.380689,72900,3025,144,1089,0.04161599999999999,0.4872039999999999,No
Matt Beaty,3B,120,0.741,204,55,7,40,0.27,0.765,LAD,590500,590500,523875,14400,0.549081,41616,3025,49,1600,0.0729,0.585225,No
Alex Kirilloff,DH,59,0.364,215,54,8,34,0.251,0.722,MIN,570500,570500,502988,3481,0.132496,46225,2916,64,1156,0.063001,0.521284,No
Victor Reyes,RF,76,0.469,209,54,5,22,0.258,0.701,DET,587100,587100,511272,5776,0.21996099999999996,43681,2916,25,484,0.066564,0.4914009999999999,No
Ha-seong Kim,SS,117,0.722,267,54,8,34,0.202,0.622,SD,7000000,7000000,7000000,13689,0.521284,71289,2916,64,1156,0.04080400000000001,0.386884,No
Mitch Garver,C,68,0.42,207,53,13,34,0.256,0.875,MIN,1875000,1875000,1875000,4624,0.17639999999999997,42849,2809,169,1156,0.065536,0.765625,No
Eloy Jimenez,DH,55,0.34,213,53,10,37,0.249,0.74,CHW,3500000,4333333,4333333,3025,0.11560000000000002,45369,2809,100,1369,0.062001,0.5476,No
Ryan Jeffers,C,85,0.525,267,53,14,35,0.199,0.67,MIN,575500,575500,501228,7225,0.275625,71289,2809,196,1225,0.039601000000000004,0.4489000000000001,No
Ryan O'Hearn,1B,84,0.519,236,53,9,29,0.225,0.636,KC,570500,570500,426313,7056,0.269361,55696,2809,81,841,0.050625,0.404496,No
Lane Thomas,CF,77,0.475,226,53,7,28,0.235,0.752,WSH,570500,570500,159484,5929,0.225625,51076,2809,49,784,0.055224999999999996,0.565504,No
Mitch Moreland,1B,81,0.5,229,52,10,30,0.227,0.701,OAK,2250000,2250000,2250000,6561,0.25,52441,2704,100,900,0.051529000000000005,0.4914009999999999,Si
Anthony Rendon,3B,58,0.358,217,52,6,34,0.24,0.712,LAA,27500000,28071428,28071428,3364,0.128164,47089,2704,36,1156,0.0576,0.506944,No
Brian Goodwin,RF,72,0.444,235,52,8,29,0.221,0.693,CHW,1000000,1000000,618240,5184,0.197136,55225,2704,64,841,0.048841,0.4802489999999999,No
Taylor Ward,3B,65,0.401,208,52,8,33,0.25,0.769,LAA,590500,590500,263525,4225,0.16080100000000003,43264,2704,64,1089,0.0625,0.591361,No
Chad Pinder,SS,75,0.463,214,52,6,27,0.243,0.712,OAK,2275000,2275000,2275000,5625,0.21436900000000003,45796,2704,36,729,0.059049,0.506944,No
Pat Valaika,SS,91,0.562,259,52,5,25,0.201,0.54,BAL,875000,875000,606816,8281,0.31584400000000007,67081,2704,25,625,0.040401000000000006,0.2916,No
Cody Bellinger,CF,95,0.586,315,52,10,36,0.165,0.542,LAD,16100000,16100000,16100000,9025,0.343396,99225,2704,100,1296,0.027225000000000003,0.293764,No
Jonah Heim,C,82,0.506,265,52,10,32,0.196,0.598,TEX,574000,574000,574000,6724,0.256036,70225,2704,100,1024,0.038416000000000006,0.357604,No
Brett Phillips,RF,119,0.735,253,51,13,44,0.202,0.712,TB,584400,584400,584400,14161,0.540225,64009,2601,169,1936,0.04080400000000001,0.506944,No
Luke Voit,1B,68,0.42,213,51,11,35,0.239,0.764,NYY,4700000,4700000,4700000,4624,0.17639999999999997,45369,2601,121,1225,0.057121,0.583696,No
J.D. Davis,3B,73,0.451,179,51,5,23,0.285,0.82,NYM,2100000,2100000,2100000,5329,0.203401,32041,2601,25,529,0.08122499999999999,0.6723999999999999,No
Billy McKinney,OF,116,0.716,265,51,9,27,0.193,0.638,LAD,578100,578100,229992,13456,0.512656,70225,2601,81,729,0.037249000000000004,0.407044,No
Connor Joe,1B,63,0.391,179,51,8,35,0.285,0.848,COL,570500,570500,355772,3969,0.15288100000000002,32041,2601,64,1225,0.08122499999999999,0.719104,No
Reese McGuire,C,78,0.482,198,50,1,10,0.253,0.654,TOR,570500,570500,463117,6084,0.23232399999999997,39204,2500,1,100,0.064009,0.42771600000000004,No
Yoshitomo Tsutsugo,OF,81,0.5,230,50,8,32,0.217,0.689,PIT,570500,570500,144149,6561,0.25,52900,2500,64,1024,0.047089,0.47472099999999995,Si
Kurt Suzuki,C,72,0.444,219,49,6,16,0.224,0.636,LAA,1500000,1500000,1500000,5184,0.197136,47961,2401,36,256,0.050176000000000005,0.404496,Si
Brock Holt,2B,77,0.475,235,49,2,23,0.209,0.579,TEX,1750000,1750000,1750000,5929,0.225625,55225,2401,4,529,0.043681,0.33524099999999996,No
Willians Astudillo,C,73,0.451,208,49,7,21,0.236,0.634,MIN,573500,573500,474782,5329,0.203401,43264,2401,49,441,0.055695999999999996,0.40195600000000004,No
Jon Berti,2B,85,0.525,233,49,4,19,0.21,0.624,MIA,607500,607500,607500,7225,0.275625,54289,2401,16,361,0.04409999999999999,0.389376,No
Nick Gordon,SS,73,0.451,200,48,4,23,0.24,0.647,MIN,570500,570500,404844,5329,0.203401,40000,2304,16,529,0.0576,0.418609,No
Jorge Mateo,SS,89,0.549,194,48,4,14,0.247,0.67,BAL,571800,571800,181366,7921,0.30140100000000003,37636,2304,16,196,0.061009,0.4489000000000001,No
Magneuris Sierra,CF,123,0.759,209,48,0,5,0.23,0.549,MIA,571375,571375,571375,15129,0.5760810000000001,43681,2304,0,25,0.0529,0.30140100000000003,No
Dan Vogelbach,1B,93,0.574,215,47,9,24,0.219,0.73,MIL,1400000,1400000,1400000,8649,0.32947599999999994,46225,2209,81,576,0.047961,0.5328999999999999,No
Austin Nola,C,56,0.346,173,47,2,29,0.272,0.716,SD,571500,571500,571500,3136,0.11971599999999999,29929,2209,4,841,0.07398400000000001,0.512656,No
Travis d'Arnaud,C,60,0.373,209,46,7,26,0.22,0.671,ATL,8000000,8000000,8000000,3600,0.139129,43681,2116,49,676,0.0484,0.45024100000000006,No
Sam Hilliard,OF,82,0.509,214,46,14,34,0.215,0.757,COL,575500,575500,340340,6724,0.259081,45796,2116,196,1156,0.046224999999999995,0.573049,No
Ehire Adrianza,SS,109,0.677,182,45,5,28,0.247,0.728,ATL,1500000,1500000,1500000,11881,0.45832900000000004,33124,2025,25,784,0.061009,0.529984,No
Kevin Plawecki,C,64,0.395,157,45,3,15,0.287,0.737,BOS,1600000,1600000,1600000,4096,0.15602500000000002,24649,2025,9,225,0.08236899999999998,0.543169,No
Carter Kieboom,3B,62,0.383,217,45,6,20,0.207,0.619,WSH,570500,570500,226958,3844,0.146689,47089,2025,36,400,0.042849,0.383161,No
Jake Fraley,OF,78,0.482,214,45,9,36,0.21,0.721,SEA,572100,572100,572100,6084,0.23232399999999997,45796,2025,81,1296,0.04409999999999999,0.519841,No
Sergio Alcantara,2B,89,0.549,220,45,5,17,0.205,0.63,CHC,570500,570500,355772,7921,0.30140100000000003,48400,2025,25,289,0.04202499999999999,0.39690000000000003,No
Nico Hoerner,2B,44,0.272,149,45,0,16,0.302,0.751,CHC,570500,570500,502988,1936,0.07398400000000001,22201,2025,0,256,0.091204,0.564001,No
