Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,At-bats_2_t,At-bats_t,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_promedio_2_t,Bateos_promedio_2_t_1,Bateos_promedio_t,Bateos_promedio_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad de equipos_t,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t,Dobles_2_t_1,Dobles_t,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home-runs_2_t,Home-runs_t,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos totales_t,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants won_t,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On-base-plus-slugging_2_t,Porcentaje_On-base-plus-slugging_t,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Porcentaje_on-base_2_t,Porcentaje_on-base_t,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs-batted-in_2_t,Runs-batted-in_t,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Status_agente_libre,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t,Triples_2_t_1,Triples_t,Triples_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS ganadas_t,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,id,Y_Sueldo_ajustado_norm_t,Y_Sueldo_regular_norm_t,Y_Sueldo_base_norm_t,Y_TVS_t,Y_ln_Sueldo_ajustado_t,Y_ln_Sueldo_regular_t,X_At_bats_2_t_1,X_At_bats_t_1,X_Bateos_2_t_1,X_Bateos_promedio_2_t_1,X_Bateos_promedio_t_1,X_Bateos_t_1,X_Dobles_2_t_1,X_Dobles_t_1,X_Home_runs_2_t_1,X_Home_runs_t_1,X_Juegos_iniciados_2_t_1,X_Juegos_iniciados_t_1,X_Porcentaje_On_base_plus_slugging_2_t_1,X_Porcentaje_On_base_plus_slugging_t_1,X_Porcentaje_on_base_2_t_1,X_Porcentaje_on_base_t_1,X_Porcentaje_slugging_2_t_1,X_Porcentaje_slugging_t_1,X_Runs_batted_in_2_t_1,X_Runs_batted_in_t_1,X_Triples_2_t_1,X_Triples_t_1,X_WAR_2_t_1,X_WAR_t_1
ARI,SEA,5.719234543670264,5.721339712918669,2018,2017.0,2017,1,1.0,1,1.0,0.0,0.0,73984.0,87025.0,272.0,295.0,4761,3844.0,0.064516,0.04409999999999999,0.254,0.21,69,62.0,0,0.0,0.0,5,8.0,1.0,1.0,361,196.0,19,14.0,33,32.0,34,SEA,Arizona Diamondbacks,Seattle Mariners,Arizona,31524000,30024000.0,0.0,0.0,289.0,49.0,17.0,7.0,0.0,4900,7569.0,70,87.0,89,94.0,162.0,161.0,Chris Iannetta,1500000,4550000.0,0.0,1.0,0.0,230.0,230.0,6,4.0,0.0,0.0,0.748225,0.398161,0.865,0.631,0.18662399999999998,0.28836900000000004,0.432,0.537,0.549,0.58,0.0,0.0,0.12531599999999998,0.091809,0.354,0.303,0.261121,0.108241,0.511,0.329,C,C,0.5740740740740741,0.5341614906832298,0.0,0.0,1849.0,576.0,43.0,24.0,UFA,0.041932494417810544,0.13154191275304175,1500000,4550000.0,0.043904511860136886,0.118837818528221,1500000,4250000.0,0.015,0.031,0.04072591171421936,0.11867392392327744,1500000,4550000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1500000,1500000,4250000.0,9750000,35100000.0,1500000,4250000.0,1500000,93,86.0,3.2761,0.04000000000000001,1.81,0.2,0.0,1.0,0.0,14.22097566607244,14.22097566607244,14.22097566607244,6,0.11335279917947455,0.09383242730019753,0.08882739491833333,4.8404545241123795,0.11434342439383238,0.11434342439383238,-150.04310344827587,12.249208278426645,-23.58282208588957,0.1569395017793594,0.3961559058998861,-4.856214789925335,-5.6,-2.3664319132398464,-3.0625,-1.75,-52.5625,7.25,0.471196449704142,0.6864375060441715,0.2638189655172414,0.5136331039927639,-0.21822782258064516,0.46714860866821084,-9.142857142857142,-3.0237157840738176,-0.0,-0.0,-0.004504504504504505,-0.06711560552140243
COL,ARI,5.858590733590735,5.719234543670264,2021,2018.0,2018,2,1.0,1,1.0,0.0,0.0,89401.0,73984.0,299.0,272.0,4489,4761.0,0.050176000000000005,0.064516,0.224,0.254,67,69.0,150000,0.0,0.0,5,5.0,1.0,1.0,169,361.0,13,19.0,34,33.0,35,ARI,Colorado Rockies,Arizona Diamondbacks,Colorado,35274000,31524000.0,0.0,0.0,121.0,289.0,11.0,17.0,0.0,7056,4900.0,84,70.0,110,89.0,163.0,162.0,Chris Iannetta,3750000,1500000.0,0.0,1.0,1.0,230.0,230.0,5,6.0,0.0,0.0,0.5328999999999999,0.748225,0.73,0.865,0.265225,0.18662399999999998,0.515,0.432,0.675,0.549,0.0,0.0,0.11902499999999998,0.12531599999999998,0.345,0.354,0.148225,0.261121,0.385,0.511,C,C,0.558282208588957,0.5740740740740741,0.0,0.0,1296.0,1849.0,36.0,43.0,UFA,0.1012048209028887,0.041932494417810544,3600000,1500000.0,0.08901954291524995,0.043904511860136886,3450000,1500000.0,0.025,0.015,0.08740244605182318,0.04072591171421936,3600000,1500000.0,548.9649,0.0,23.43,0.0,1,0.0,1,0.0,8500000,4250000,1500000.0,122500000,9750000.0,8500000,1500000.0,4250000,91,93.0,2.7658514578183353,3.2761,1.6630849220103991,1.81,0.0,0.0,1.0,15.096444403426338,15.053884789007542,15.096444403426338,6,0.11335279917947455,0.09383242730019753,0.08882739491833333,4.8404545241123795,0.11434342439383238,0.11434342439383238,-118.3744,-10.88,-26.747191011235955,0.21577257525083615,0.46451326703425394,-5.171768654071443,-10.027777777777779,3.1666666666666665,-11.56,3.4,-31.612903225806452,-5.622535302317492,0.865,0.9300537618869137,0.354,0.5949789912257407,0.511,0.7148426400264606,-21.5,-4.636809247747852,-0.0,-0.0,1.482398190045249,1.2175377571333255
OAK,ARI,6.2,6.2,2014,2014.0,2013,5,5.0,4,3.0,0.0,0.0,112225.0,105625.0,335.0,325.0,4489,5625.0,0.04000000000000001,0.053361000000000006,0.2,0.231,67,75.0,200000,200000.0,0.0,3,4.0,5.0,1.0,324,576.0,18,24.0,25,25.0,29,NYM,Oakland Athletics,Arizona Diamondbacks,California,27286000,18586000.0,0.0,0.0,144.0,196.0,12.0,14.0,0.0,6724,7396.0,82,86.0,106,101.0,162.0,162.0,Chris Young,8700000,7200000.0,0.0,15.0,1.0,200.0,200.0,25,5.0,0.0,0.0,0.43164900000000006,0.555025,0.657,0.745,0.256036,0.281961,0.506,0.531,0.654,0.624,0.0,0.0,0.07728400000000002,0.096721,0.278,0.311,0.143641,0.188356,0.379,0.434,RF,RF,0.5925925925925926,0.5,0.0,0.0,1600.0,1681.0,40.0,41.0,UFA,0.2996805094186072,0.22445173584901174,8700000,7200000.0,0.29602888086642604,0.22353991452921496,8500000,7000000.0,0.13,0.087,0.28821879382889204,0.22280220607593806,8700000,7200000.0,360.6200999999999,1503.8884,18.99,38.78,9,0.0,3,0.0,2000000,5600000,5600000.0,3000000,17750000.0,28000000,28000000.0,2000000,96,81.0,3.85329732893367,3.6864,1.9629817444219062,1.92,0.0,9.0,1.0,15.978833583624812,15.955576721460545,15.978833583624812,7,-0.4951573348387556,-0.40010348640386706,-0.41734051164124264,-4.357751713900185,-0.6494125486887508,-0.374873042558983,-192.3952641165756,13.870661992730398,-37.75167785234899,0.19546153846153846,0.4421103238576752,6.144239403892804,18.0,4.242640687119285,14.0,3.7416573867739413,-51.72027972027972,7.19168128606098,0.6208333333333333,0.7879297769048542,0.24000248138957817,0.48990048110772266,0.34184392014519055,0.5846741999996156,-25.46969696969697,5.046751130152642,-0.0,-0.0,1.8779593903384142,1.3703865842667953
NYY,OAK,6.2,6.2,2015,2014.0,2014,1,5.0,0,4.0,0.0,0.0,1.0,112225.0,1.0,335.0,0,4489.0,0.0,0.04000000000000001,0.0,0.2,0,67.0,0,200000.0,0.0,9,3.0,2.0,5.0,0,324.0,0,18.0,30,25.0,30,OAK,New York Yankees,Oakland Athletics,New York,35609770,27286000.0,0.0,0.0,0.0,144.0,0.0,12.0,0.0,841,6724.0,29,82.0,30,106.0,162.0,162.0,Chris Young,73770,8700000.0,0.0,40.0,15.0,200.0,200.0,50,25.0,0.0,0.0,0.0,0.43164900000000006,0.0,0.657,0.032041,0.256036,0.179,0.506,0.185,0.654,0.0,0.0,0.0,0.07728400000000002,0.0,0.278,0.0,0.143641,0.0,0.379,RF,RF,0.5185185185185185,0.5925925925925926,0.0,0.0,0.0,1600.0,0.0,40.0,UFA,0.0027325178938033025,0.2996805094186072,73770,8700000.0,0.01606425702811245,0.29602888086642604,500000,8500000.0,0.0,0.13,0.018702378203648118,0.28821879382889204,500000,8700000.0,0.0,360.6200999999999,0.0,18.99,0,9.0,0,3.0,7250000,500000,5600000.0,311500000,3000000.0,500000,28000000.0,7250000,84,96.0,3.1684,3.85329732893367,1.78,1.9629817444219062,0.0,27.0,9.0,11.208707423878348,13.122363377404328,13.122363377404328,7,0.22448842392475454,0.13026394016806442,0.1515546932100015,0.0,0.49026209876656246,0.21572259263679472,-178.4181240063593,13.357324732384074,-25.219101123595507,-0.10989010989010992,0.33149677206589795,-5.021862316272271,-10.125,3.181980515339464,-6.0,-2.4494897427831783,-44.52980132450331,-6.673065361923507,-0.426952522255193,0.6534160407085159,-0.1801491841491842,0.42443984750395924,-0.2434593220338983,0.49341597261732245,-19.047619047619047,-4.364357804719848,-1.125,-1.0606601717798212,-0.6689752307176511,-0.8179090601757942
NYY,NYY,6.2,6.2,2016,2015.0,2015,1,1.0,0,0.0,0.0,0.0,16.0,1.0,4.0,1.0,4,0.0,0.25,0.0,0.5,0.0,2,0.0,0,0.0,0.0,7,9.0,2.0,2.0,0,0.0,0,0.0,31,30.0,31,SEA,New York Yankees,New York Yankees,New York,38109770,35609770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,841.0,18,29.0,33,30.0,161.0,162.0,Chris Young,2500000,73770.0,0.0,40.0,40.0,200.0,200.0,51,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.012321,0.032041,0.111,0.179,0.204,0.185,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.5,0.0,RF,RF,0.5403726708074534,0.5185185185185185,0.0,0.0,9.0,0.0,3.0,0.0,UFA,0.07659715772476237,0.0027325178938033025,2500000,73770.0,0.07745063580928027,0.01606425702811245,2500000,500000.0,0.011,0.0,0.07129998949046872,0.018702378203648118,2500000,500000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,675000,2500000,500000.0,101500000,311500000.0,2500000,500000.0,675000,87,84.0,7.182400000000001,3.1684,2.68,1.78,0.0,27.0,27.0,14.73180128983843,14.73180128983843,14.73180128983843,7,0.15677170169621973,0.15240668601856006,0.15791531293110078,0.0,0.12251836680916917,0.12251836680916917,-0.001589825119236884,-0.039872611141445,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.569536423841059,-2.3599865304363625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5500694444444445,-0.7416666666666667
BOS,NYY,6.2,6.2,2018,2016.0,2016,2,1.0,0,0.0,0.0,0.0,41209.0,101124.0,203.0,318.0,3136,6400.0,0.07617600000000001,0.063504,0.276,0.252,56,80.0,0,0.0,0.0,6,7.0,1.0,2.0,324,400.0,18,20.0,32,31.0,32,NYY,Boston Red Sox,New York Yankees,Massachusetts,44609770,38109770.0,0.0,0.0,81.0,196.0,9.0,14.0,0.0,2809,5929.0,53,77.0,76,140.0,161.0,161.0,Chris Young,6500000,2500000.0,0.0,13.0,40.0,200.0,200.0,22,51.0,0.0,0.0,0.7224999999999999,0.597529,0.85,0.773,0.10692900000000001,0.225625,0.327,0.475,0.469,0.864,0.0,0.0,0.12390399999999999,0.1024,0.352,0.32,0.248004,0.205209,0.498,0.453,RF,RF,0.577639751552795,0.5403726708074534,0.0,0.0,576.0,1764.0,24.0,42.0,UFA,0.18795139700980557,0.07659715772476237,6500000,2500000.0,0.1902834008097166,0.07745063580928027,6500000,2500000.0,0.031,0.011,0.17591923045398639,0.07129998949046872,6500000,2500000.0,0.0,1557.0916,0.0,39.46,0,1.0,0,1.0,13000000,6500000,2500000.0,230000000,101500000.0,13000000,2500000.0,6500000,93,87.0,2.1609,0.9603999999999999,1.47,0.98,0.0,8.0,27.0,15.687312734865866,15.687312734865866,15.687312734865866,7,-0.1964157127117811,-0.2151436624984295,-0.22480692682787565,0.0,-0.15169803917658653,-0.15169803917658653,-169.9563025210084,13.036728980883526,-42.10526315789474,0.19969811320754718,0.44687594834310246,6.488856845230502,-10.526315789473685,3.244428422615251,-4.355555555555555,-2.0869967789998034,-39.264900662251655,-6.266171132537927,0.5605337711069418,0.7486880332334303,0.24674698795180725,0.496736336452053,-0.297404347826087,0.5453479144785345,-16.96153846153846,-4.118438837901865,-0.14285714285714285,-0.3779644730092272,-0.2281235154394299,-0.47762277525200775
LAA,BOS,6.2,6.2,2019,2018.0,2018,1,2.0,0,1.0,0.0,0.0,12769.0,59049.0,113.0,243.0,361,3249.0,0.028224000000000003,0.055224999999999996,0.168,0.235,19,57.0,0,0.0,0.0,3,1.0,5.0,1.0,4,144.0,2,12.0,34,32.0,34,BOS,Los Angeles Angels,Boston Red Sox,California,53109770,51109770.0,0.0,0.0,36.0,49.0,6.0,7.0,0.0,1089,4225.0,33,65.0,59,90.0,162.0,162.0,Chris Young,2000000,6500000.0,0.0,1.0,13.0,200.0,200.0,10,23.0,0.0,0.0,0.378225,0.5026809999999999,0.615,0.709,0.04161599999999999,0.16080100000000003,0.204,0.401,0.364,0.556,0.0,0.0,0.063504,0.104329,0.252,0.323,0.131769,0.149769,0.363,0.387,RF,RF,0.4938271604938271,0.5740740740740741,0.0,0.0,169.0,625.0,13.0,25.0,UFA,0.05622490050160483,0.18252940535183265,2000000,6500000.0,0.04469331262085775,0.19566570045376594,2000000,6500000.0,0.012,0.031,0.04173179016754166,0.18149988929534402,2000000,6500000.0,0.0,0.0,0.0,0.0,1,4.0,1,2.0,2000000,2000000,6500000.0,42800000,5500000.0,2000000,13000000.0,2000000,80,93.0,2.7658514578183353,3.009561375376984,1.6630849220103991,1.7348087431693973,0.0,1.0,8.0,14.508657738524219,14.508657738524219,14.508657738524219,7,-0.1964157127117811,-0.2151436624984295,-0.22480692682787565,0.0,-0.15169803917658653,-0.15169803917658653,-105.0693950177936,-10.250336336813227,-20.30625,0.18720338983050847,0.432670070412212,-4.50624566573994,-4.645161290322581,-2.155263624321299,-1.1395348837209303,-1.0674899923282326,-28.938356164383563,-5.379438275915391,0.5405172043010752,0.7351987515638714,0.2723994778067885,0.5219190337655722,-0.2595649913344888,0.5094752116977712,-4.921259842519685,-2.2183912735402846,-0.5714285714285714,-0.7559289460184544,-0.5798769509396886,-0.7614965206353135
CHC,LAD,5.9,5.9,2014,2012.0,2013,1,1.0,1,1.0,0.0,0.0,57600.0,4761.0,240.0,69.0,5184,400.0,0.09,0.0841,0.3,0.29,72,20.0,0,0.0,0.0,10,9.0,2.0,5.0,49,9.0,7,3.0,28,26.0,29,CIN,Chicago Cubs,Los Angeles Dodgers,Illinois,12596800,10046800.0,0.0,0.0,169.0,4.0,13.0,2.0,0.0,3249,256.0,57,16.0,89,24.0,162.0,162.0,Dioner Navarro,1750000,1000000.0,0.0,17.0,25.0,215.0,215.0,16,26.0,0.0,0.0,0.7327359999999999,0.570025,0.856,0.755,0.12390399999999999,0.009801,0.352,0.099,0.549,0.148,0.0,0.0,0.13322499999999998,0.093636,0.365,0.306,0.242064,0.201601,0.492,0.449,C,C,0.4074074074074074,0.5308641975308642,0.0,0.0,1156.0,144.0,34.0,12.0,UFA,0.05991595476143082,0.030564669811264697,1750000,1000000.0,0.05234657039711192,0.029424893161518677,1750000,1000000.0,0.018,0.009,0.044530154277699865,0.028502757594922566,1750000,1000000.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,1750000,1750000,1000000.0,73850000,44651311.0,1750000,1000000.0,1750000,66,86.0,3.5343999999999998,0.0625,1.88,0.25,0.0,2.0,6.0,14.375126345899696,14.375126345899696,14.375126345899696,8,0.09476888814329237,0.12795917434454895,0.1124772242064836,6.593178292750773,0.07042635557320631,0.07042635557320631,-7.988255033557047,-2.82635012579069,-2.5,0.28703071672354946,0.5357524771044456,-1.5811388300841895,-0.25,-0.5,-0.23529411764705882,-0.48507125007266594,-1.7181208053691275,-1.310771072830465,0.6643648018648018,0.8150857635027138,0.25724175824175827,0.5071900612608238,0.4080991902834008,0.63882641639447,-2.4,-1.5491933384829668,-0.125,-0.35355339059327373,-0.009124087591240877,-0.09552008998760876
TOR,CHC,5.9,5.9,2016,2014.0,2014,2,1.0,1,1.0,0.0,0.0,231361.0,57600.0,481.0,240.0,17424,5184.0,0.07507600000000002,0.09,0.274,0.3,132,72.0,0,0.0,0.0,2,10.0,1.0,2.0,484,49.0,22,7.0,29,28.0,30,CHC,Toronto Blue Jays,Chicago Cubs,Toronto,15596800,12596800.0,0.0,0.0,144.0,169.0,12.0,13.0,0.0,14641,3249.0,121,57.0,139,89.0,162.0,162.0,Dioner Navarro,3000000,1750000.0,0.0,2.0,17.0,215.0,215.0,5,16.0,0.0,0.0,0.506944,0.7327359999999999,0.712,0.856,0.558009,0.12390399999999999,0.747,0.352,0.858,0.549,0.0,0.0,0.10048900000000001,0.13322499999999998,0.317,0.365,0.15602500000000002,0.242064,0.395,0.492,C,C,0.5123456790123457,0.4074074074074074,0.0,0.0,4761.0,1156.0,69.0,34.0,UFA,0.11529165295368729,0.05991595476143082,3000000,1750000.0,0.11646586345381528,0.05234657039711192,3000000,1750000.0,0.021,0.018,0.11490802739936888,0.044530154277699865,3000000,1750000.0,1889.6408999999999,0.0,43.47,0.0,0,0.0,0,0.0,8000000,4000000,1750000.0,8000000,73850000.0,8000000,1750000.0,4000000,83,66.0,6.002500000000001,3.5343999999999998,2.45,1.88,0.0,2.0,2.0,14.914122846632385,14.914122846632385,14.914122846632385,8,-0.18276720953281392,-0.01878122213190292,-0.008255307110968113,-4.372817961633322,-0.16649437368487074,0.03706846747460979,-103.2258064516129,-10.16001016001524,-32.60377358490566,0.2601156069364162,0.5100153006885344,-5.709971417170638,-1.53125,-1.2374368670764582,-5.633333333333334,-2.37346441585572,-21.80536912751678,-4.669621946958531,0.8087593818984546,0.8993105036073218,0.34160256410256407,0.584467761388568,0.44826666666666665,0.6695271963607353,-12.43010752688172,-3.525635762083446,-0.0,-0.0,-0.7332780082987551,-0.8563165351076406
TOR,TOR,5.9,5.9,2017,2016.0,2016,1,2.0,1,2.0,0.0,0.0,92416.0,29241.0,304.0,171.0,3969,1764.0,0.042849,0.060516,0.207,0.246,63,42.0,0,0.0,0.0,13,11.0,1.0,1.0,169,49.0,13,7.0,31,29.0,32,TOR,Toronto Blue Jays,Toronto Blue Jays,Toronto,24596800,20596800.0,0.0,0.0,36.0,25.0,6.0,5.0,0.0,6889,1936.0,83,44.0,101,54.0,161.0,161.0,Dioner Navarro,852459,5000000.0,0.0,2.0,2.0,215.0,215.0,7,6.0,0.0,0.0,0.34456899999999996,0.4651240000000001,0.587,0.682,0.262144,0.07398400000000001,0.512,0.272,0.624,0.333,0.0,0.0,0.07022500000000001,0.094249,0.265,0.307,0.10368400000000001,0.139876,0.322,0.374,C,C,0.546583850931677,0.577639751552795,0.0,0.0,1225.0,400.0,35.0,20.0,UFA,0.024579666174457754,0.1533646163798051,852459,5000000.0,0.11089942049694371,0.16131875982661842,4000000,5000000.0,0.006,0.036,0.10252781182487233,0.14850783031112505,4000000,5000000.0,24.304899999999996,0.0,4.93,0.0,4,0.0,2,0.0,4000000,4000000,4000000.0,65800000,86600000.0,4000000,8000000.0,4000000,88,93.0,3.0175853971921485,0.5929,1.7371198568872985,0.77,0.0,2.0,2.0,13.65588039314162,15.201804919084164,15.201804919084164,8,-0.18276720953281392,-0.01878122213190292,-0.008255307110968113,-4.372817961633322,-0.16649437368487074,0.03706846747460979,-52.403225806451616,-7.239007239010859,-11.09433962264151,-0.17490173410404625,0.4182125465645982,-3.3308166600162052,-1.53125,-1.2374368670764582,-0.8333333333333334,-0.9128709291752769,-12.993288590604028,-3.6046204502837784,0.5133818984547462,0.7165067330142447,0.24166410256410256,0.4915934321816175,-0.2590296296296296,0.5089495354449493,-4.301075268817204,-2.0739033894608507,-0.0,-0.0,-0.1230082987551867,-0.3507253893791933
PIT,LAD,5.567013527575445,6.233201581027661,2015,2014.0,2014,1,1.0,0,0.0,0.0,0.0,2809.0,1764.0,53.0,42.0,4,25.0,0.001444,0.014160999999999998,0.038,0.119,2,5.0,0,0.0,0.0,1,7.0,2.0,5.0,0,1.0,0,1.0,30,29.0,30,LAD,Pittsburgh Pirates,Los Angeles Dodgers,Pennsylvania,5752000,5752000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,961,1024.0,31,32.0,32,33.0,162.0,162.0,Edinson Volquez,0,88360.0,0.0,9.0,25.0,220.0,220.0,16,27.0,0.0,0.0,0.016129,0.12531599999999998,0.127,0.354,0.036481,0.039204,0.191,0.198,0.198,0.204,0.0,0.0,0.007921,0.019600000000000003,0.089,0.14,0.001444,0.045795999999999996,0.038,0.214,SP,SP,0.5432098765432098,0.5679012345679012,0.0,0.0,4.0,16.0,2.0,4.0,UFA,0.1922228135664101,0.002591872085092613,5000000,88360.0,0.19678714859437754,0.0068592057761732855,5000000,490000.0,0.065,0.0,0.19187254675594548,0.0003506311360448808,5000000,490000.0,3694.2084,463.11039999999997,60.78,21.52,0,0.0,0,0.0,5000000,5000000,490000.0,5000000,150850000.0,5000000,490000.0,5000000,88,92.0,6.3504000000000005,0.0025000000000000005,2.52,0.05,0.0,5.0,6.0,15.424948470398375,15.424948470398375,15.424948470398375,9,0.041288607993927584,0.03706284730091469,0.0515565166675232,-0.2403604174777545,0.051284409470417014,0.051284409470417014,-4.027397260273973,-2.0068376267834855,-0.20491803278688525,-0.04934146341463414,-0.22212938440160085,-0.45267873021259264,-0.03125,-0.17677669529663687,-0.05555555555555555,-0.23570226039551587,-8.192,-2.862167011199731,-0.14588591385331778,-0.38195014576946795,-0.05157894736842106,-0.22710998958306758,-0.08979607843137254,-0.2996599379819941,-0.26229508196721313,-0.5121475197315839,-0.0,-0.0,-0.0008771929824561405,-0.029617443887954616
KC,PIT,5.698559077809805,5.567013527575445,2017,2015.0,2015,2,1.0,0,0.0,0.0,0.0,36.0,2809.0,6.0,53.0,0,4.0,0.0,0.001444,0.0,0.038,0,2.0,0,0.0,0.0,10,1.0,2.0,2.0,0,0.0,0,0.0,31,30.0,31,PIT,Kansas City Royals,Pittsburgh Pirates,Missouri,13252000,5752000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156,961.0,34,31.0,35,32.0,161.0,162.0,Edinson Volquez,7500000,0.0,0.0,4.0,9.0,220.0,220.0,9,16.0,0.0,0.0,0.0,0.016129,0.0,0.127,0.04409999999999999,0.036481,0.21,0.191,0.216,0.198,0.0,0.0,0.0,0.007921,0.0,0.089,0.0,0.001444,0.0,0.038,SP,SP,0.5838509316770186,0.5432098765432098,0.0,0.0,0.0,4.0,0.0,2.0,UFA,0.23013207503484784,0.1922228135664101,7500000,5000000.0,0.24518688384395657,0.19678714859437754,7500000,5000000.0,0.059,0.065,0.2257156711317814,0.19187254675594548,7500000,5000000.0,3259.2681000000002,3694.2084,57.09,60.78,0,0.0,0,0.0,20000000,10000000,5000000.0,69025000,5000000.0,20000000,5000000.0,10000000,94,88.0,7.728399999999999,6.3504000000000005,2.78,2.52,0.0,2.0,5.0,15.830413578506539,15.830413578506539,15.830413578506539,9,0.023099078620859637,0.02678789744001492,0.025937548791956255,-1.4435097639709857,0.02284634863408863,0.02284634863408863,-4.689482470784641,-2.165521293080408,-0.02666666666666667,-0.005066666666666667,-0.07118052168020873,-0.16329931618554522,-0.0,-0.0,-0.0,-0.0,-5.932098765432099,-2.435590024086997,-0.019597812879708385,-0.1399921886381822,-0.020955026455026452,-0.14475851082069907,-0.0029590163934426227,-0.054396841759817474,-0.05263157894736842,-0.22941573387056174,-0.0,-0.0,2.42381679389313,1.5568611993023431
